Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Palmer College of Chiropractic,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Ambrose University,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Dickinson State University,ND,0,0,2,0,5,0,0,1,0,0,3,1,0,1,0,5,0,0,0,0,0,1,1,3,2,0,1,4,0,1,0,0,0,1,0,0,1,2,0,1,0,0,2,2,0,4,0,0,0,0,0,0,2,2,39,9,48
DigiPen Institute of Technology,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine Mercy University,VA,0,0,0,0,12,0,6,1,1,0,3,2,1,1,0,1,0,3,1,3,0,5,5,4,7,0,3,1,1,0,0,3,1,6,3,1,0,1,0,4,0,0,3,2,3,9,0,0,0,0,1,1,1,1,81,20,101
Dixie State University,UT,0,12,59,0,173,3,13,1,0,0,2,3,14,63,5,1,3,0,2,0,0,2,0,3,0,1,4,0,0,241,6,1,6,2,1,1,1,0,8,5,0,0,2,1,0,9,0,0,5,0,18,1,2,19,515,222,737
Doane University,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,3
Dodge City Community College,KS,2,0,63,2,9,0,13,0,0,0,11,6,0,0,8,1,0,0,0,2,0,0,0,1,0,0,4,2,2,3,0,1,0,4,0,0,3,8,0,1,0,0,2,0,1,25,28,0,0,0,0,0,1,1,184,20,204
Dona Ana Community College,NM,0,3,3,0,10,0,1,0,0,0,5,1,1,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,63,0,0,0,0,1,0,0,0,88,15,103
Shiloh University,IA,0,0,0,0,11,0,5,0,0,0,0,1,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,27,11,38
Simpson College,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drexel University,PA,7,6,14,7,111,0,21,60,149,26,88,39,3,3,26,16,3,9,12,8,15,258,52,28,14,1,9,2,6,7,12,913,7,185,63,2,39,5,14,0,1,5,30,2,27,66,4,18,150,0,24,8,7,0,2330,252,2582
Drury University,MO,0,2,4,13,10,0,4,1,0,0,6,11,9,0,4,2,5,10,0,3,0,2,1,2,1,1,0,1,0,1,0,0,1,5,3,0,0,8,1,4,0,0,0,0,0,13,0,0,6,0,4,1,0,0,122,17,139
Duke University,NC,0,2,5,1,37,0,7,0,2,9,19,14,1,1,8,2,0,3,2,1,0,14,5,7,3,1,1,1,0,4,1,7,1,15,0,0,4,4,7,8,0,1,16,0,7,13,0,3,26,0,9,1,7,0,219,64,283
Duquesne University,PA,1,0,3,0,14,0,3,2,1,2,7,2,0,0,5,2,0,2,0,0,1,15,0,3,0,1,2,0,1,1,2,5,2,9,9,0,23,3,0,0,0,0,2,1,0,10,1,1,15,0,1,3,1,0,135,24,159
Dyersburg State Community College,TN,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,7
Eagle Gate College,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Earlham College,IN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,8
East Arkansas Community College,AR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,4
East Carolina University,NC,10,16,4,2,9,0,2,4,0,1,14,10,1,0,3,1,2,2,5,0,1,1,1,5,0,0,5,0,0,0,0,7,0,9,0,0,7,2,1,12,0,1,16,0,8,11,1,0,64,0,1,2,2,0,219,24,243
East Central College,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
East Central Community College,MS,6,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,18,2,20
East Central University,OK,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,4,21
Eastern Connecticut State University,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Eastern Gateway Community College,OH,1,10,9,0,108,0,1,26,17,7,22,0,30,7,62,5,18,0,2,4,4,47,45,33,71,1,1,6,1,0,5,35,3,198,3,0,0,4,93,110,0,3,1,0,1,9,1,0,5,0,59,20,24,0,937,175,1112
Eastern Illinois University,IL,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,7,8,1,0,0,0,1,1,1,3,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,3,0,39,10,49
Southeastern Community College,IA,0,0,0,0,2,0,2,0,1,0,1,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,91,3,94
Eastern Kentucky University,KY,10,1,22,6,40,0,12,6,6,0,34,22,6,6,59,55,9,11,0,11,6,13,8,19,11,6,19,8,6,8,2,13,10,16,43,2,117,10,4,40,0,2,29,3,53,81,3,2,46,0,21,38,8,4,885,82,967
Southwestern Community College,IA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,1,1,0,6,0,2,2,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,28,0,28
Eastern Mennonite University,VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,117,0,0,0,0,0,1,0,0,0,0,2,6,0,0,137,0,137
St. Luke's College,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,0,23
Eastern New Mexico University,NM,3,3,58,5,106,0,47,5,4,4,42,24,5,2,10,1,9,9,4,2,1,7,4,13,11,2,6,4,5,12,1,14,0,12,14,2,10,3,14,13,0,1,6,1,13,205,9,2,17,0,10,1,7,1,612,153,765
Eastern Oklahoma State College,OK,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5
Eastern Oregon University,OR,1,4,5,0,56,1,8,0,0,0,8,3,4,73,5,0,2,1,2,0,1,2,1,2,4,2,3,4,0,9,0,2,1,2,3,2,2,1,0,1,0,0,2,0,2,13,7,0,6,0,113,1,1,4,298,66,364
Eastern University,PA,0,0,0,0,2,0,1,2,5,0,1,2,0,0,1,1,0,0,0,0,0,5,0,1,1,0,2,0,0,0,0,16,0,2,2,0,3,0,1,0,0,0,0,0,0,2,0,0,2,0,1,1,1,0,52,3,55
Eastern Virginia Career College,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Virginia Medical School,VA,0,0,1,0,5,0,0,1,0,0,2,1,0,0,1,2,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,3,0,7,2,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,35,9,44
Eastern Washington University,WA,0,1,2,0,11,0,2,0,0,1,0,1,0,25,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,0,0,5,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,53,11,64
Eastern Wyoming College,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,8,0,8
Eastfield College,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Georgia State College,GA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,9
East Mississippi Community College,MS,16,0,2,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,2,30
East Stroudsburg University of Pennsylvania,PA,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
East Tennessee State University,TN,8,0,1,1,7,0,5,3,1,0,6,16,0,1,3,2,0,0,3,3,0,2,0,3,1,4,1,0,0,2,1,1,0,1,107,0,4,1,0,4,0,0,12,1,0,5,0,0,56,0,0,2,2,0,257,15,272
East Texas Baptist University,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
Ecclesia College,AR,12,0,0,0,0,0,1,0,0,0,0,20,0,0,0,1,1,1,0,1,0,0,0,1,14,2,2,1,0,0,2,0,0,0,1,0,0,1,2,1,0,0,0,0,0,18,0,0,0,0,1,0,2,0,85,1,86
EC-Council University,NM,0,1,2,1,6,0,5,0,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,0,0,8,0,0,1,0,0,34,7,41
ECPI University,VA,21,7,14,14,66,0,15,7,5,6,70,67,9,4,25,12,3,11,19,7,8,57,2,24,8,12,12,2,7,16,2,14,8,40,699,5,27,16,9,30,1,4,341,0,27,83,4,7,0,0,21,13,3,1,1746,191,1937
Edgewood College,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13,0,13
Edinboro University of Pennsylvania,PA,0,3,4,2,10,0,1,8,0,0,12,7,1,1,6,2,0,3,1,0,3,6,2,4,1,4,1,1,1,2,0,9,1,54,9,2,28,3,4,0,0,1,4,0,5,6,7,0,10,0,1,3,4,2,215,24,239
Edmonds Community College,WA,1,6,0,0,2,0,0,0,0,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,23,3,26
Elizabethtown College,PA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,8
Elizabethtown Community and Technical College,KY,0,1,0,1,0,0,0,0,0,0,2,1,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,25,4,29
Elmhurst College,IL,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,24,5,29
Elon University,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory and Henry College,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory University,GA,6,0,0,0,5,0,1,0,0,1,7,0,0,0,3,0,0,0,1,0,0,1,2,0,0,4,0,0,0,0,0,2,0,1,5,0,0,0,1,2,0,1,4,0,9,3,0,0,2,0,0,0,0,0,47,14,61
Emporia State University,KS,0,4,6,2,14,0,60,7,0,0,9,6,1,2,10,0,12,0,0,2,1,8,15,10,11,2,100,1,21,4,2,10,2,40,10,1,25,30,43,22,0,2,6,2,6,10,28,0,17,0,12,1,8,1,548,38,586
Everest College - Colorado Springs,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett Community College,WA,6,1,10,4,10,0,3,0,0,0,9,3,0,7,2,5,1,0,3,1,3,1,1,4,0,2,9,2,0,0,1,1,3,6,3,0,8,2,11,2,0,0,6,1,2,16,2,1,5,0,0,2,4,0,143,20,163
Excelsior College,NY,328,163,441,220,1820,0,474,816,63,50,2727,1395,704,137,414,383,129,163,319,885,98,1049,617,670,461,351,478,140,106,266,170,1572,145,0,2029,26,815,283,370,1418,11,69,1088,45,1098,4746,136,62,2588,0,1117,132,305,45,28962,5222,34184
Fairleigh Dickinson University,NJ,0,1,1,1,9,0,5,3,2,0,3,1,1,0,12,2,5,0,4,5,1,11,2,1,3,1,3,0,0,0,0,0,2,45,2,0,5,0,2,14,0,0,1,0,4,8,1,1,3,0,4,0,3,0,158,15,173
Fairmont State University,WV,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
University of Iowa,IA,1,1,6,0,23,0,10,1,0,1,6,9,1,11,156,6,0,9,1,0,30,7,9,14,49,1,9,1,78,1,14,7,8,7,12,0,5,1,2,5,2,1,2,16,4,23,1,0,7,0,3,2,16,5,544,40,584
Family of Faith Christian University,OK,0,0,0,0,3,0,1,0,0,0,2,1,0,0,4,0,1,0,1,0,0,2,0,1,1,1,2,0,0,0,0,4,0,5,0,0,1,0,0,8,0,0,3,0,2,8,0,0,1,0,0,0,0,0,47,5,52
Faulkner University,AL,0,0,6,4,9,0,0,0,0,0,35,56,1,6,4,1,0,2,3,3,0,0,2,3,1,22,3,2,3,0,1,2,0,0,11,0,2,0,0,2,0,0,6,0,17,18,0,2,5,0,2,2,0,0,190,46,236
Felician University,NJ,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,2,29
University of Northern Iowa,IA,0,0,0,1,6,0,7,0,0,0,7,1,0,0,15,1,0,0,0,1,0,1,1,1,4,0,3,0,7,0,0,0,0,2,2,1,0,0,0,1,0,0,0,4,0,2,0,0,1,0,0,0,2,0,57,14,71
Finger Lakes Community College,NY,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,7
Flint Hills Technical College,KS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
Florence-Darlington Technical College,SC,0,1,0,0,0,0,0,2,0,0,5,7,0,0,2,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,37,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,65,5,70
Fontbonne University,MO,1,1,1,0,1,0,0,1,0,0,0,0,0,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33,1,34
Fordham University,NY,0,1,0,0,6,0,0,80,0,1,5,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,42,0,0,1,0,1,0,0,3,2,1,1,1,0,5,0,2,0,0,2,0,0,0,145,15,160
Forsyth Technical Community College,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,4
Fort Hays State University,KS,29,12,52,16,260,0,202,36,4,6,147,104,22,24,113,27,50,0,21,24,7,53,20,58,26,24,131,12,86,25,1,54,17,73,103,4,99,95,44,106,4,3,60,9,36,204,20,1,93,0,58,13,37,15,2309,431,2740
Fort Lewis College,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Valley State University,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0,6
Fox Valley Technical College,WI,2,0,1,0,25,0,4,3,4,0,10,4,0,0,18,3,2,1,7,2,0,2,12,10,3,0,7,0,2,1,0,15,0,11,23,1,15,0,0,29,2,1,6,0,2,7,1,1,4,0,3,4,0,1,200,49,249
Franciscan Missionaries of Our Lady University,LA,0,0,2,2,12,0,2,2,1,0,25,7,2,0,2,2,1,2,8,0,1,0,2,3,0,2,1,1,7,2,3,8,0,15,8,0,2,3,0,8,0,0,3,0,0,6,1,2,9,0,1,1,0,0,120,39,159
Franciscan University of Steubenville,OH,0,1,7,0,27,0,5,4,1,0,18,5,0,0,8,11,2,2,5,2,0,9,5,7,2,1,4,0,4,1,2,7,3,9,4,0,0,2,2,16,0,1,3,0,2,26,1,1,11,0,9,13,9,1,203,68,271
Francis Marion University,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Pierce University,NH,0,0,19,1,5,0,1,20,0,1,10,5,0,0,0,1,0,0,0,1,15,1,56,3,0,1,1,0,0,0,0,5,1,25,8,0,1,0,2,11,0,4,0,0,2,2,0,50,0,0,3,0,3,0,187,71,258
Franklin University,OH,7,5,12,26,37,0,13,1,1,1,33,28,8,1,128,128,7,3,14,4,1,15,3,30,7,7,12,3,0,5,4,20,3,46,33,0,0,3,5,117,0,1,27,0,29,43,4,0,25,0,14,11,61,2,915,73,988
Freed-Hardeman University,TN,4,0,0,2,4,0,0,0,1,0,4,7,0,0,1,0,0,0,5,0,0,0,0,0,1,5,3,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,39,13,52
Friends University,KS,0,0,1,0,1,0,2,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,9,0,0,1,0,1,0,0,0,35,4,39
Frontier Nursing University,KY,8,26,41,4,61,1,46,9,5,4,154,64,8,19,60,40,16,19,0,22,7,24,33,46,27,5,25,15,10,11,10,21,23,94,141,5,56,48,44,50,0,2,17,1,64,84,33,14,56,0,43,5,40,7,1419,250,1669
Front Range Community College,CO,1,0,6,3,19,0,0,3,0,1,5,3,3,4,11,1,1,1,3,1,0,5,0,3,3,0,1,3,0,3,1,0,1,4,2,2,2,1,1,2,0,0,1,0,0,7,2,0,4,0,6,1,0,9,106,24,130
Frostburg State University,MD,0,0,3,0,8,0,3,1,0,2,3,1,0,0,3,1,1,0,1,0,0,0,0,2,2,0,1,0,0,2,0,5,1,6,7,1,5,0,0,41,0,1,1,0,1,0,1,0,15,0,1,6,1,0,116,11,127
Galen College of Nursing,KY,0,0,0,0,2,0,0,0,0,0,80,2,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,122,0,0,5,0,0,0,0,0,192,82,274
Gallaudet University,DC,1,0,1,0,9,0,5,0,0,0,5,1,1,1,2,0,0,0,1,0,0,7,2,2,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,3,0,1,3,0,2,0,0,0,43,16,59
Gannon University,PA,0,0,1,0,2,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,24,6,30
Garden City Community College,KS,0,1,0,0,4,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,2,0,2,1,0,0,0,1,0,0,1,3,3,0,0,0,1,0,1,3,1,0,0,0,1,0,0,0,28,9,37
Gardner-Webb University,NC,3,0,3,0,4,5,1,1,1,0,12,14,0,0,1,1,0,0,0,1,0,2,1,1,2,0,1,1,0,0,0,1,0,5,0,0,4,1,0,2,0,0,166,0,5,4,0,0,12,0,3,1,0,1,238,23,261
Gateway Community and Technical College,KY,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,59,1,60
Gateway Technical College,WI,1,0,0,0,0,0,0,0,0,0,2,0,1,0,32,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43,2,45
Geneva College,PA,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,20,1,21
George Fox University,OR,0,2,1,0,13,0,2,0,0,0,2,1,0,5,2,2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,8,1,0,1,0,16,0,0,1,52,17,69
George Mason University,VA,1,0,2,0,7,0,4,3,0,27,8,4,0,0,5,0,1,1,0,1,0,55,5,3,2,1,0,1,0,0,0,5,0,4,7,0,4,0,0,6,0,1,2,0,2,9,1,0,0,0,4,0,0,0,156,21,177
Georgetown University,DC,3,5,26,5,111,0,22,35,2,0,95,53,5,10,45,17,8,14,8,5,7,172,50,29,16,5,11,6,2,6,13,73,9,62,83,2,30,11,15,55,4,5,24,3,13,73,9,1,217,0,15,6,12,4,1252,260,1512
George Washington University,DC,23,13,38,9,326,0,75,46,10,0,239,123,28,11,85,30,11,21,15,21,86,615,86,52,36,10,10,11,6,25,18,118,18,183,155,2,74,26,31,135,9,11,39,0,43,202,31,14,837,0,75,9,38,4,3473,666,4139
Georgia College and State University,GA,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4,0,2,1,0,3,0,0,6,0,1,1,0,0,2,0,1,0,0,0,33,3,36
Georgia Gwinnett College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Highlands College,GA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,6
Georgia Institute of Technology - Main Campus,GA,55,2,50,8,423,0,43,27,4,22,181,0,9,4,76,17,10,13,22,15,7,66,89,51,21,8,34,5,5,16,15,114,33,183,86,3,61,18,37,83,8,4,52,2,58,244,32,4,149,0,100,4,28,1,1901,702,2603
Georgian Court University,NJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3
Georgia Northwestern Technical College,GA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,0,0,0,45,0,45
Georgia Piedmont Technical College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4
Georgia Southern University,GA,11,0,2,0,10,0,3,2,1,0,36,0,1,1,3,0,1,2,2,1,0,7,0,2,0,1,2,0,0,1,0,3,2,1,17,0,6,0,0,8,0,0,38,1,4,9,0,1,5,0,4,0,1,0,143,46,189
Georgia Southwestern State University,GA,2,0,2,0,1,0,1,0,0,0,8,0,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2,0,2,4,0,0,0,0,0,1,0,0,25,9,34
