Name,State,AL,AK,AZ,AR,CA,CNMI,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VA,VI,WA,WV,WI,WY,Calculated SARA Total,Calculated non-SARA Total,Grand Total
Georgia State University,GA,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
Germanna Community College,VA,0,0,0,0,7,0,1,0,0,1,2,2,3,1,2,0,0,1,0,0,1,3,0,3,1,0,0,1,0,0,0,2,0,2,6,0,1,0,0,2,0,0,2,0,0,7,1,0,0,0,2,0,0,0,45,13,58
Global University,MO,12,10,8,4,45,0,8,8,1,0,27,19,5,2,13,13,6,10,5,25,0,11,5,15,57,1,0,21,6,2,1,14,7,31,13,3,14,9,15,23,6,6,7,1,6,68,1,0,14,0,66,3,40,2,606,86,692
Goldfarb School of Nursing at Barnes-Jewish College,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,6
Gonzaga University,WA,2,10,26,0,99,0,13,3,1,0,19,8,5,108,14,6,7,8,7,5,3,4,7,9,5,2,6,63,6,21,0,3,5,5,8,0,11,5,163,10,0,0,3,2,7,31,35,0,17,0,0,0,6,6,659,125,784
Goodwin College,CT,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,25,28
Gordon State College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goshen College,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
Goucher College,MD,0,1,0,1,3,0,1,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2,1,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,2,0,1,0,28,4,32
Governors State University,IL,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,86,2,0,0,2,0,2,0,2,1,1,3,0,0,0,0,0,0,2,1,0,4,0,0,1,0,0,1,0,1,4,0,0,1,0,3,0,10,0,131,2,133
Upper Iowa University,IA,3,1,21,2,25,0,5,1,1,2,11,13,4,4,55,2,0,50,4,94,1,10,5,5,37,0,18,3,2,4,1,2,2,8,13,3,6,11,1,4,0,1,6,6,8,92,0,0,12,0,12,0,255,1,786,58,844
Grace College and Seminary,IN,0,0,0,0,6,0,0,2,1,0,6,4,0,0,9,0,1,1,1,1,2,5,3,28,1,0,1,0,0,0,0,0,0,5,4,0,21,1,2,3,0,0,1,1,7,6,0,0,2,0,1,3,0,0,114,15,129
Waldorf University,IA,75,15,21,23,117,0,23,8,8,0,125,141,7,4,36,16,0,11,10,30,0,32,37,22,43,28,29,4,6,27,2,18,16,20,72,5,42,15,9,28,0,1,67,6,40,108,6,0,76,0,25,3,24,3,1205,280,1485
Grace School of Theology,TX,22,1,3,1,5,0,0,0,0,0,7,4,0,0,1,0,2,0,1,0,0,0,1,3,0,3,2,0,2,0,0,0,0,0,2,0,2,2,1,1,8,0,0,0,1,0,0,0,0,0,2,0,3,0,59,21,80
Grambling State University,LA,6,0,1,2,8,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,1,1,2,0,4,6,0,3,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,42,0,0,0,0,1,0,1,0,90,20,110
Grand Canyon University,AZ,829,155,0,218,7191,3,1572,217,82,87,2797,2612,203,271,1212,491,241,281,282,1165,103,1222,254,941,349,336,492,161,157,1396,68,1439,1089,1856,1765,72,1313,451,629,1334,16,57,1201,83,726,5264,373,30,1175,0,1347,271,734,206,36558,10457,47015
Wartburg Theological Seminary,IA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,1,10
Granite State College,NH,0,2,1,3,11,0,2,13,0,0,11,10,1,3,4,3,1,0,2,6,99,5,48,4,2,1,0,1,0,1,0,7,1,10,11,0,7,3,0,11,0,11,4,0,3,10,5,43,10,0,1,1,1,1,304,70,374
Grantham University,KS,382,29,83,186,332,0,11626,26,23,11,371,1185,60,18,153,115,51,0,117,233,7,170,38,110,50,921,313,20,34,65,11,73,30,128,381,12,210,110,32,172,9,10,206,12,301,681,34,10,326,0,154,34,70,18,19003,764,19767
Great Basin College,NV,2,0,5,1,13,0,3,0,0,0,2,3,2,10,0,1,0,0,1,3,0,1,0,0,2,0,0,3,0,0,0,0,4,1,0,1,0,0,5,4,0,0,0,1,0,6,3,0,3,0,2,0,0,1,68,15,83
Green Mountain College,VT,4,1,0,2,24,0,7,6,1,1,7,3,0,3,8,4,2,0,1,0,6,8,11,4,3,0,2,4,0,0,2,6,0,31,6,0,9,0,3,12,2,1,1,1,3,6,1,0,8,0,12,1,2,0,175,46,221
Green River College,WA,0,0,1,0,6,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,6,19
Greenville University,IL,0,1,5,1,23,0,7,0,0,0,10,3,0,0,0,5,4,3,3,0,0,1,0,4,2,1,31,0,1,0,0,3,0,1,2,0,3,2,0,5,0,0,0,0,2,5,0,0,2,0,1,2,4,0,104,33,137
Guilford Technical Community College,NC,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,14,2,16
Gwinnett Technical College,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gwynedd Mercy University,PA,0,0,2,0,2,0,3,2,4,1,3,1,0,0,1,0,0,0,0,1,2,3,1,2,0,0,1,0,2,1,1,49,0,7,4,1,2,1,0,0,0,0,1,0,1,3,0,0,1,0,1,0,0,0,98,6,104
Western Iowa Tech Community College,IA,0,0,0,0,6,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,1,0,0,1,0,0,0,0,180,0,1,0,0,0,0,0,0,2,0,236,6,242
Hannibal-LaGrange University,MO,0,0,0,1,2,0,1,0,0,0,0,0,0,0,41,2,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,2,57
Harding University,AR,4,0,0,0,5,0,4,2,0,0,4,6,0,1,2,3,0,2,7,4,0,0,2,4,1,6,19,0,1,0,0,2,0,2,2,0,4,16,3,3,0,0,2,0,55,44,0,0,2,0,1,3,0,0,205,11,216
Hardin-Simmons University,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harford Community College,MD,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,2,18
Harper College,IL,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
Harrisburg Area Community College - Harrisburg,PA,0,0,0,0,5,0,1,0,1,0,3,4,0,0,0,0,1,0,2,1,1,8,0,0,0,0,0,1,0,2,0,2,0,3,3,0,1,0,0,0,0,0,2,0,2,1,1,2,7,0,0,4,1,0,51,8,59
Harrisburg University of Science and Technology,PA,0,0,2,0,3,0,0,1,2,0,2,2,0,0,6,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,9,1,4,6,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,45,5,50
Harrison College - Indianapolis,IN,1,1,1,0,2,0,3,1,0,0,11,3,0,1,14,0,0,0,13,0,0,1,1,5,0,1,1,0,0,0,1,0,0,0,12,0,24,0,3,1,0,1,3,0,3,6,0,0,0,0,2,1,4,0,107,14,121
Harrison Middleton University,AZ,0,0,0,0,3,0,4,1,0,0,3,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,2,0,0,0,0,0,3,4,0,4,0,3,0,0,0,33,6,39
Hartwick College,NY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Hawaii Pacific University,HI,0,2,2,1,43,0,6,4,0,0,7,10,0,1,3,0,0,2,1,0,0,8,1,3,1,1,1,1,1,0,0,0,0,8,10,0,3,2,4,4,1,0,3,1,0,15,3,0,17,0,17,0,4,0,139,74,213
William Penn University,IA,0,0,2,1,6,0,4,0,0,0,0,1,5,0,12,0,0,2,0,1,0,1,0,2,3,0,8,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,2,0,1,0,58,6,64
Hazard Community and Technical College,KY,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,13,1,14
Central Maine Community College,ME,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,8,3,11
Heidelberg University,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Community College,KY,1,0,0,1,2,0,1,2,0,0,1,4,2,0,5,137,1,0,0,1,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,1,15,0,0,0,0,0,2,0,65,4,0,0,0,0,2,6,0,0,257,4,261
Eastern Maine Community College,ME,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,18,11,29
Heritage Christian University,AL,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,34,2,36
Heritage University,WA,0,2,2,0,4,0,2,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,31,5,36
Herkimer County Community College,NY,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,11,2,13
Herzing University,WI,74,5,27,1,64,0,18,10,2,0,127,187,2,9,104,16,4,3,16,128,1,13,5,79,17,44,15,1,0,5,1,25,4,24,60,4,83,8,9,52,2,0,75,1,38,159,2,3,54,0,10,6,0,0,1399,202,1601
Husson University,ME,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,1,11
High Point University,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinds Community College,MS,10,0,0,3,1,0,1,1,0,0,4,3,0,0,4,1,0,0,1,47,0,3,0,3,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,0,3,8,0,0,0,0,1,0,0,0,100,5,105
Holmes Community College,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holmes Institute,CO,1,1,5,0,41,0,0,1,0,0,8,2,0,0,3,0,0,0,1,1,0,4,1,0,0,0,0,0,1,4,0,1,4,1,5,0,4,1,2,1,0,0,0,0,0,2,0,0,0,0,8,0,0,0,53,50,103
Holy Apostles College and Seminary,CT,1,1,4,1,28,0,6,0,0,0,13,7,0,1,13,6,1,7,3,4,1,4,5,12,5,0,4,1,3,0,3,9,1,8,3,0,5,2,4,11,0,2,0,4,4,22,0,1,4,0,4,1,3,2,178,48,226
Holy Family University,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Hondros College,OH,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,2,13
Hopkinsville Community College,KY,1,1,0,0,5,0,0,0,0,0,7,4,1,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,3,8,0,1,2,0,0,0,0,1,0,278,5,0,0,0,0,4,0,0,0,315,16,331
Horry-Georgetown Technical College,SC,0,0,0,0,0,0,2,5,0,1,0,2,0,0,2,1,0,0,1,0,1,6,0,2,0,0,0,0,1,0,0,11,0,2,7,1,3,0,1,5,0,0,0,0,1,1,0,1,5,0,0,2,0,0,64,0,64
Houghton College,NY,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,12
Houston Baptist University,TX,1,0,0,0,6,0,1,0,0,0,1,3,0,0,4,2,0,1,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,4,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,30,7,37
Houston Community College System,TX,0,0,6,0,2,0,0,0,0,0,8,1,0,0,4,0,3,0,0,5,0,0,1,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,39
Howard College,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
Howard Community College,MD,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
Hudson Valley Community College,NY,1,0,0,0,3,0,0,4,0,2,3,1,0,0,0,0,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,0,0,0,1,0,5,1,0,1,0,0,0,34,15,49
Huntington College of Health Sciences,TN,0,0,1,2,20,0,5,0,0,0,6,5,1,0,4,1,1,0,2,2,1,3,3,0,1,0,2,1,1,0,1,5,0,9,1,0,2,0,2,7,0,0,2,0,0,5,0,0,3,0,3,1,2,0,76,29,105
Huntington Junior College,WV,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,3,48
Huntington University,IN,1,0,1,0,7,0,0,0,1,0,1,2,2,0,6,0,0,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,3,1,0,9,0,1,2,0,0,2,0,3,6,0,0,4,0,1,0,0,0,53,8,61
Kennebec Valley Community College,ME,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
Hutchinson Community College,KS,0,0,1,2,5,0,10,2,1,0,6,7,0,0,9,2,0,0,5,0,1,1,0,5,0,7,47,0,2,0,0,0,1,1,5,2,2,14,0,4,0,0,2,0,17,19,0,2,5,0,5,2,0,1,184,11,195
Idaho State University,ID,0,38,21,0,160,0,25,2,1,0,5,8,9,0,9,4,1,4,0,3,0,2,3,5,5,2,7,26,2,37,2,3,4,3,4,3,6,1,51,9,0,0,2,6,4,27,85,1,6,0,92,0,7,48,575,169,744
Illinois Central College,IL,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,16,2,18
Illinois Eastern Community Colleges,IL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
Illinois Institute of Technology,IL,0,0,2,0,9,0,0,1,0,0,2,4,1,2,0,4,3,2,1,1,0,3,4,8,1,0,2,1,1,1,0,6,0,7,1,0,7,0,1,7,0,0,3,0,2,4,0,2,1,0,0,0,6,0,85,15,100
Illinois State University,IL,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,3,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,2,0,28,3,31
Illinois Valley Community College,IL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Independence Community College,KS,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
Indiana Institute of Technology,IN,30,0,8,8,29,0,5,1,1,0,36,108,3,1,515,0,9,3,231,20,0,9,4,87,20,15,18,1,1,9,0,5,5,13,16,0,151,6,2,19,0,1,20,3,7,59,5,0,29,0,11,5,14,0,1474,70,1544
Indiana State University,IN,15,1,6,4,60,0,14,8,3,1,52,52,2,1,154,0,7,11,25,2,1,57,1,37,9,2,25,4,4,5,2,17,3,15,23,5,48,9,20,21,0,1,12,5,9,69,1,14,32,0,42,4,23,3,828,115,943
Indiana University Bloomington,IN,7,2,28,3,143,0,34,50,4,15,68,45,6,5,118,0,20,11,39,14,2,44,26,140,46,4,22,2,5,8,4,43,3,69,48,4,102,7,11,64,0,5,20,4,32,100,19,5,88,0,37,1,43,3,1386,237,1623
Indiana University East,IN,6,2,8,0,53,0,14,3,1,1,30,18,5,0,41,0,5,4,31,2,1,11,2,25,9,5,9,0,5,7,1,11,1,11,11,0,112,1,3,16,0,1,8,2,7,26,3,0,25,0,13,4,7,2,478,85,563
Indiana University Kokomo,IN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,4
Indiana University Northwest,IN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
Indiana University of Pennsylvania,PA,0,0,0,0,3,0,0,2,2,4,4,2,0,0,2,3,0,0,3,0,0,35,1,3,1,1,0,0,0,0,0,33,0,11,3,0,13,1,0,0,0,0,0,0,0,4,0,0,16,0,3,1,1,0,144,8,152
Indiana University-Purdue University Fort Wayne,IN,1,0,0,0,4,0,1,0,0,1,3,2,0,0,1,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,1,0,40,12,52
Indiana University-Purdue University Indianapolis,IN,2,0,0,1,15,1,4,6,1,0,8,3,0,1,19,0,0,1,6,2,0,5,6,8,3,2,5,0,1,2,2,3,1,3,9,0,18,3,0,3,1,0,1,1,6,11,4,0,10,0,5,1,2,2,157,31,188
Indiana University South Bend,IN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,6
Indiana University Southeast,IN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,208,0,208
Indiana Wesleyan University,IN,9,4,21,6,64,0,21,12,5,2,108,89,5,5,386,0,31,12,1009,13,3,30,9,154,11,10,28,3,9,5,1,14,5,36,72,6,1619,12,12,51,1,2,40,20,43,107,4,0,33,0,22,15,26,2,4025,183,4208
Saint Joseph's College of Maine,ME,0,1,6,6,23,0,11,39,2,1,44,9,3,1,10,5,6,8,8,4,0,24,125,6,10,4,10,0,1,8,66,24,16,62,18,0,38,12,6,37,1,19,9,1,12,43,0,16,39,0,8,0,9,0,618,203,821
Institute of Medical Careers,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interdenominational Theological Center,GA,6,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,5,1,0,0,1,0,0,0,0,0,30,12,42
International Institute for Restorative Practices,PA,0,0,0,0,15,0,4,5,1,0,0,0,0,0,3,1,0,0,0,0,2,3,2,4,1,0,4,0,0,0,0,1,0,9,3,0,2,0,1,0,0,1,0,0,3,3,0,2,2,0,2,0,0,0,57,17,74
Southern Maine Community College,ME,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,12,0,0,1,1,0,0,1,1,2,0,2,0,0,0,0,0,3,0,0,0,0,0,1,31,5,36
Unity College,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Maine,ME,0,0,0,0,3,0,0,6,0,0,5,1,0,0,3,0,0,0,1,0,0,1,14,1,0,0,0,0,0,0,3,3,1,8,3,0,0,0,2,3,0,0,0,0,1,4,0,1,1,0,0,0,1,0,44,22,66
University of Maine at Augusta,ME,0,1,4,1,3,0,5,3,1,0,11,2,0,2,7,1,1,0,2,0,0,3,14,2,1,2,0,0,1,0,8,3,0,7,5,0,4,1,2,6,0,1,0,1,1,1,0,3,6,0,0,0,1,1,90,28,118
University of Maine at Farmington,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
University of Maine at Fort Kent,ME,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,12,3,15
Itawamba Community College,MS,85,0,0,1,2,0,0,0,0,0,3,7,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,10,4,0,0,1,0,0,0,0,0,119,104,223
Ithaca College,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivy Tech Community College of Indiana,IN,3,0,5,3,27,0,3,3,1,0,29,13,1,0,202,0,5,0,120,3,0,8,2,42,6,3,25,0,2,1,3,16,0,25,8,0,93,1,3,8,0,0,5,0,10,12,1,2,10,0,2,2,7,1,658,60,718
University of Maine at Machias,ME,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
Jackson State Community College,TN,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
Jackson State University,MS,5,0,0,0,4,0,0,0,0,0,4,8,0,1,9,0,0,0,0,18,0,2,0,2,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5,9,0,0,0,0,1,0,0,0,68,24,92
Jacksonville State University,AL,0,3,5,2,12,0,11,3,4,0,45,591,1,0,7,1,4,3,7,6,0,7,2,7,1,14,4,1,1,2,0,5,2,7,10,1,4,1,4,7,0,0,12,1,28,31,0,0,19,0,3,1,4,0,825,74,899
James Madison University,VA,0,0,0,0,2,0,2,0,2,3,6,0,0,0,0,1,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,6,0,0,4,1,4,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,46,9,55
Jamestown Community College,NY,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,28,2,30
Jefferson College,MO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,14,1,15
