UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW
105534,R,1219,R,267,R,952,R,16,R,1,R,15,R,48,R,26,R,22,R,62,R,14,R,48,R,505,R,91,R,414,R,3,R,3,R,0,R,512,R,111,R,401,R,45,R,14,R,31,R,27,R,6,R,21,R,1,R,1,R,0
105543,R,553,R,103,R,450,R,83,R,7,R,76,R,7,R,2,R,5,R,10,R,5,R,5,R,337,R,62,R,275,R,0,R,0,R,0,R,94,R,22,R,72,R,11,R,4,R,7,R,11,R,1,R,10,R,0,R,0,R,0
105589,R,211,R,69,R,142,R,6,R,1,R,5,R,5,R,1,R,4,R,9,R,4,R,5,R,10,R,4,R,6,R,0,R,0,R,0,R,157,R,52,R,105,R,15,R,5,R,10,R,7,R,1,R,6,R,2,R,1,R,1
105659,R,487,R,480,R,7,R,34,R,33,R,1,R,5,R,4,R,1,R,30,R,30,R,0,R,95,R,93,R,2,R,5,R,5,R,0,R,159,R,156,R,3,R,5,R,5,R,0,R,154,R,154,R,0,R,0,R,0,R,0
105668,R,4450,R,2477,R,1973,R,103,R,41,R,62,R,77,R,38,R,39,R,369,R,166,R,203,R,1331,R,834,R,497,R,28,R,13,R,15,R,2075,R,1112,R,963,R,49,R,20,R,29,R,418,R,253,R,165,R,0,Z,0,Z,0
105677,R,55,R,53,R,2,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,5,R,5,Z,0,R,0,Z,0,Z,0,R,46,R,44,R,2,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,2,Z,0
105701,R,27,R,0,R,27,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,4,Z,0,R,4,R,7,Z,0,R,7,R,0,Z,0,Z,0,R,15,Z,0,R,15,R,0,Z,0,R,0,R,0,Z,0,R,0,R,1,Z,0,R,1
105747,R,1171,R,517,R,654,R,34,R,13,R,21,R,29,R,11,R,18,R,51,R,20,R,31,R,199,R,87,R,112,R,2,R,1,R,1,R,760,R,334,R,426,R,26,R,15,R,11,R,49,R,24,R,25,R,21,R,12,R,9
105792,R,466,R,149,R,317,R,32,R,8,R,24,R,8,R,5,R,3,R,70,R,11,R,59,R,257,R,78,R,179,R,1,Z,0,R,1,R,67,R,33,R,34,R,7,R,3,R,4,R,24,R,11,R,13,R,0,Z,0,Z,0
105899,R,126,R,64,R,62,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,5,R,2,R,3,R,21,R,11,R,10,R,0,Z,0,Z,0,R,89,R,44,R,45,R,2,Z,0,R,2,R,4,R,3,R,1,R,5,R,4,R,1
105987,R,170,R,77,R,93,R,7,R,3,R,4,R,3,Z,0,R,3,R,10,R,6,R,4,R,97,R,42,R,55,R,1,Z,0,R,1,R,47,R,24,R,23,R,2,R,1,R,1,R,3,R,1,R,2,R,0,Z,0,Z,0
106041,R,1159,R,1116,R,43,R,54,R,53,R,1,R,27,R,26,R,1,R,33,R,30,R,3,R,271,R,269,R,2,R,37,R,33,R,4,R,602,R,576,R,26,R,104,R,99,R,5,R,30,R,29,R,1,R,1,R,1,R,0
106102,R,344,R,136,R,208,R,2,Z,0,R,2,R,3,R,1,R,2,R,41,R,14,R,27,R,37,R,12,R,25,R,1,R,1,Z,0,R,172,R,72,R,100,R,31,R,15,R,16,R,49,R,18,R,31,R,8,R,3,R,5
106111,R,58,R,9,R,49,R,2,R,0,R,2,R,0,R,0,R,0,R,12,R,1,R,11,R,19,R,4,R,15,R,0,R,0,R,0,R,9,R,2,R,7,R,2,R,0,R,2,R,14,R,2,R,12,R,0,R,0,R,0
106148,R,1211,R,555,R,656,R,26,R,15,R,11,R,13,R,5,R,8,R,15,R,8,R,7,R,181,R,74,R,107,R,2,Z,0,R,2,R,675,R,325,R,350,R,15,R,8,R,7,R,283,R,119,R,164,R,1,R,1,Z,0
106245,R,2336,R,860,R,1476,R,12,R,6,R,6,R,55,R,22,R,33,R,496,R,120,R,376,R,67,R,34,R,33,R,2,Z,0,R,2,R,1412,R,523,R,889,R,118,R,41,R,77,R,33,R,18,R,15,R,141,R,96,R,45
106263,R,985,R,278,R,707,R,3,R,0,R,3,R,40,R,17,R,23,R,95,R,23,R,72,R,39,R,14,R,25,R,0,R,0,R,0,R,748,R,207,R,541,R,21,R,5,R,16,R,17,R,2,R,15,R,22,R,10,R,12
106281,R,9,R,2,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,2,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
106306,R,106,R,60,R,46,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,97,R,52,R,45,R,1,R,1,R,0,R,0,Z,0,Z,0,R,6,R,6,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,1,R,1
106315,R,25,R,3,R,22,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,23,R,2,R,21,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106324,R,15,R,0,R,15,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,14,Z,0,R,14,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106342,R,112,R,48,R,64,R,3,R,2,R,1,R,3,R,1,R,2,R,1,R,0,R,1,R,4,R,1,R,3,R,0,R,0,R,0,R,81,R,36,R,45,R,0,R,0,R,0,R,15,R,7,R,8,R,5,R,1,R,4
106351,R,79,R,49,R,30,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,78,R,48,R,30,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106360,R,15,R,0,R,15,R,1,R,0,R,1,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
106397,R,6009,R,2865,R,3144,R,64,R,30,R,34,R,153,R,78,R,75,R,242,R,120,R,122,R,314,R,133,R,181,R,3,R,2,R,1,R,4665,R,2197,R,2468,R,179,R,88,R,91,R,31,R,11,R,20,R,358,R,206,R,152
106412,R,457,R,194,R,263,R,0,Z,0,Z,0,R,5,R,3,R,2,R,392,R,152,R,240,R,6,R,4,R,2,R,0,Z,0,Z,0,R,33,R,22,R,11,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,20,R,13,R,7
106449,R,1155,R,571,R,584,R,3,R,1,R,2,R,8,R,5,R,3,R,47,R,28,R,19,R,61,R,30,R,31,R,3,Z,0,R,3,R,991,R,485,R,506,R,41,R,22,R,19,R,0,Z,0,Z,0,R,1,Z,0,R,1
106458,R,3987,R,1397,R,2590,R,24,R,7,R,17,R,20,R,6,R,14,R,518,R,151,R,367,R,86,R,33,R,53,R,4,R,2,R,2,R,3006,R,1026,R,1980,R,54,R,17,R,37,R,54,R,19,R,35,R,221,R,136,R,85
106467,R,2493,R,968,R,1525,R,36,R,13,R,23,R,30,R,10,R,20,R,147,R,54,R,93,R,122,R,45,R,77,R,3,R,1,R,2,R,2017,R,773,R,1244,R,40,R,17,R,23,R,0,R,0,R,0,R,98,R,55,R,43
106485,R,846,R,321,R,525,R,3,R,1,R,2,R,2,Z,0,R,2,R,201,R,59,R,142,R,29,R,12,R,17,R,0,Z,0,Z,0,R,573,R,232,R,341,R,27,R,8,R,19,R,2,Z,0,R,2,R,9,R,9,Z,0
106494,R,27,R,3,R,24,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,2,R,0,R,2,R,0,R,0,R,0,R,20,R,2,R,18,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0
106546,R,360,R,46,R,314,R,0,R,0,R,0,R,4,R,1,R,3,R,76,R,3,R,73,R,8,R,1,R,7,R,1,R,0,R,1,R,260,R,38,R,222,R,10,R,2,R,8,R,1,R,1,R,0,R,0,R,0,R,0
106625,R,679,R,281,R,398,R,4,R,1,R,3,R,3,Z,0,R,3,R,19,R,12,R,7,R,6,R,4,R,2,R,0,Z,0,Z,0,R,646,R,264,R,382,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106704,R,2219,R,779,R,1440,R,9,R,4,R,5,R,45,R,18,R,27,R,247,R,97,R,150,R,74,R,30,R,44,R,1,R,0,R,1,R,1676,R,561,R,1115,R,45,R,11,R,34,R,29,R,12,R,17,R,93,R,46,R,47
106713,R,124,R,56,R,68,R,1,R,1,R,0,R,0,R,0,R,0,R,21,R,6,R,15,R,2,R,1,R,1,R,0,R,0,R,0,R,95,R,46,R,49,R,1,R,0,R,1,R,1,R,0,R,1,R,3,R,2,R,1
106795,R,435,R,267,R,168,R,3,R,3,R,0,R,1,R,1,R,0,R,29,R,17,R,12,R,106,R,67,R,39,R,0,R,0,R,0,R,280,R,169,R,111,R,16,R,10,R,6,R,0,R,0,R,0,R,0,R,0,R,0
106810,R,35,R,15,R,20,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,33,R,14,R,19,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106829,R,158,R,88,R,70,R,1,R,0,R,1,R,0,R,0,R,0,R,89,R,54,R,35,R,1,R,0,R,1,R,0,R,0,R,0,R,66,R,33,R,33,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0
106883,R,188,R,88,R,100,R,1,R,1,Z,0,R,0,Z,0,Z,0,R,65,R,28,R,37,R,5,R,5,Z,0,R,0,Z,0,Z,0,R,115,R,53,R,62,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106892,R,220,R,7,R,213,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,137,R,4,R,133,R,4,Z,0,R,4,R,0,Z,0,Z,0,R,79,R,3,R,76,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
106908,R,170,R,8,R,162,R,3,R,0,R,3,R,1,R,0,R,1,R,33,R,4,R,29,R,9,R,1,R,8,R,0,R,0,R,0,R,111,R,2,R,109,R,2,R,0,R,2,R,11,R,1,R,10,R,0,R,0,R,0
106980,R,449,R,178,R,271,R,5,R,3,R,2,R,6,R,4,R,2,R,33,R,5,R,28,R,27,R,13,R,14,R,0,R,0,R,0,R,377,R,153,R,224,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0
106999,R,417,R,126,R,291,R,2,R,1,R,1,R,2,Z,0,R,2,R,11,R,3,R,8,R,24,R,7,R,17,R,0,Z,0,Z,0,R,359,R,108,R,251,R,18,R,6,R,12,R,1,R,1,Z,0,R,0,Z,0,Z,0
107044,R,1286,R,544,R,742,R,10,R,5,R,5,R,22,R,10,R,12,R,58,R,26,R,32,R,36,R,15,R,21,R,0,R,0,R,0,R,1079,R,445,R,634,R,14,R,7,R,7,R,2,R,0,R,2,R,65,R,36,R,29
107071,R,674,R,242,R,432,R,3,R,1,R,2,R,5,R,2,R,3,R,122,R,43,R,79,R,26,R,12,R,14,R,0,R,0,R,0,R,482,R,170,R,312,R,26,R,8,R,18,R,0,R,0,R,0,R,10,R,6,R,4
107080,R,280,R,124,R,156,R,6,R,1,R,5,R,8,R,2,R,6,R,9,R,2,R,7,R,15,R,6,R,9,R,0,R,0,R,0,R,228,R,107,R,121,R,2,R,0,R,2,R,12,R,6,R,6,R,0,R,0,R,0
107099,R,32,R,1,R,31,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,29,R,1,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107123,R,53,R,6,R,47,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6,R,1,R,5,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,47,R,5,R,42,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107141,R,665,R,259,R,406,R,13,R,4,R,9,R,11,R,4,R,7,R,36,R,8,R,28,R,38,R,11,R,27,R,0,R,0,R,0,R,494,R,200,R,294,R,19,R,7,R,12,R,23,R,9,R,14,R,31,R,16,R,15
107211,R,8,R,2,R,6,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6,R,1,R,5,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107220,R,140,R,10,R,130,R,1,R,0,R,1,R,4,R,0,R,4,R,9,R,3,R,6,R,25,R,3,R,22,R,0,R,0,R,0,R,101,R,4,R,97,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107293,R,45,R,2,R,43,R,10,R,2,R,8,R,0,R,0,R,0,R,4,R,0,R,4,R,2,R,0,R,2,R,1,R,0,R,1,R,28,R,0,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107318,R,443,R,241,R,202,R,8,R,4,R,4,R,7,R,3,R,4,R,257,R,134,R,123,R,13,R,9,R,4,R,0,R,0,R,0,R,156,R,89,R,67,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
107327,R,369,R,143,R,226,R,0,Z,0,Z,0,R,3,R,2,R,1,R,130,R,44,R,86,R,10,R,5,R,5,R,0,Z,0,Z,0,R,224,R,91,R,133,R,2,R,1,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107363,R,20,R,0,R,20,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,16,Z,0,R,16,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107442,R,35,R,22,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,35,R,22,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107460,R,728,R,342,R,386,R,3,R,2,R,1,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,34,R,14,R,20,R,0,Z,0,Z,0,R,664,R,314,R,350,R,24,R,9,R,15,R,1,R,1,Z,0,R,1,R,1,R,0
107488,R,155,R,93,R,62,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,30,R,17,R,13,R,1,R,0,R,1,R,119,R,74,R,45,R,0,R,0,R,0,R,4,R,1,R,3,R,0,R,0,R,0
107512,R,332,R,162,R,170,R,2,R,1,R,1,R,4,R,3,R,1,R,17,R,13,R,4,R,13,R,7,R,6,R,0,R,0,R,0,R,283,R,129,R,154,R,1,R,1,R,0,R,0,R,0,R,0,R,12,R,8,R,4
107521,R,456,R,163,R,293,R,2,R,2,Z,0,R,1,Z,0,R,1,R,68,R,17,R,51,R,24,R,10,R,14,R,0,Z,0,Z,0,R,342,R,127,R,215,R,19,R,7,R,12,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107549,R,371,R,70,R,301,R,1,Z,0,R,1,R,3,Z,0,R,3,R,4,R,1,R,3,R,4,R,2,R,2,R,1,Z,0,R,1,R,358,R,67,R,291,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107558,R,113,R,51,R,62,R,1,R,0,R,1,R,0,R,0,R,0,R,5,R,4,R,1,R,12,R,6,R,6,R,0,R,0,R,0,R,74,R,33,R,41,R,3,R,1,R,2,R,0,R,0,R,0,R,18,R,7,R,11
107585,R,543,R,241,R,302,R,0,R,0,R,0,R,8,R,5,R,3,R,36,R,16,R,20,R,24,R,14,R,10,R,0,R,0,R,0,R,441,R,189,R,252,R,24,R,10,R,14,R,0,R,0,R,0,R,10,R,7,R,3
107600,R,131,R,39,R,92,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,120,R,33,R,87,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,10,R,6,R,4
107619,R,285,R,92,R,193,R,1,R,0,R,1,R,2,R,2,R,0,R,140,R,40,R,100,R,5,R,1,R,4,R,1,R,0,R,1,R,129,R,46,R,83,R,0,R,0,R,0,R,7,R,3,R,4,R,0,R,0,R,0
107637,R,369,R,79,R,290,R,1,R,1,R,0,R,0,R,0,R,0,R,214,R,31,R,183,R,8,R,5,R,3,R,0,R,0,R,0,R,144,R,41,R,103,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0
107655,R,26,R,0,R,26,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,0,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,16,R,0,R,16,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
107664,R,1595,R,533,R,1062,R,3,R,0,R,3,R,20,R,9,R,11,R,690,R,191,R,499,R,67,R,21,R,46,R,1,R,0,R,1,R,741,R,286,R,455,R,47,R,15,R,32,R,25,R,10,R,15,R,1,R,1,R,0
107725,R,437,R,144,R,293,R,3,R,1,R,2,R,5,R,1,R,4,R,153,R,39,R,114,R,27,R,11,R,16,R,0,R,0,R,0,R,249,R,92,R,157,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107743,R,211,R,62,R,149,R,3,R,1,R,2,R,4,R,2,R,2,R,0,Z,0,Z,0,R,8,R,1,R,7,R,1,R,1,Z,0,R,188,R,55,R,133,R,2,Z,0,R,2,R,3,R,2,R,1,R,2,Z,0,R,2
107789,R,63,R,3,R,60,R,0,R,0,R,0,R,1,R,0,R,1,R,4,R,0,R,4,R,2,R,0,R,2,R,0,R,0,R,0,R,56,R,3,R,53,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107831,R,29,R,0,R,29,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,28,Z,0,R,28,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
107840,R,29,R,4,R,25,R,0,R,0,R,0,R,0,R,0,R,0,R,24,R,3,R,21,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
107877,R,88,R,33,R,55,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,3,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,80,R,28,R,52,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
107974,R,579,R,201,R,378,R,3,R,2,R,1,R,0,Z,0,Z,0,R,201,R,52,R,149,R,37,R,17,R,20,R,0,Z,0,Z,0,R,336,R,129,R,207,R,0,Z,0,Z,0,R,2,R,1,R,1,R,0,Z,0,Z,0
107983,R,867,R,363,R,504,R,2,R,0,R,2,R,4,R,1,R,3,R,154,R,46,R,108,R,18,R,4,R,14,R,6,R,1,R,5,R,506,R,175,R,331,R,9,R,3,R,6,R,5,R,3,R,2,R,163,R,130,R,33
107992,R,594,R,391,R,203,R,0,R,0,R,0,R,2,R,2,R,0,R,131,R,53,R,78,R,11,R,9,R,2,R,0,R,0,R,0,R,433,R,313,R,120,R,15,R,12,R,3,R,2,R,2,R,0,R,0,R,0,R,0
108065,R,6,R,1,R,5,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6,R,1,R,5,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
108092,R,1159,R,509,R,650,R,35,R,15,R,20,R,49,R,24,R,25,R,45,R,7,R,38,R,99,R,49,R,50,R,1,R,1,R,0,R,852,R,377,R,475,R,64,R,30,R,34,R,2,R,0,R,2,R,12,R,6,R,6
108232,R,2426,R,969,R,1457,R,4,R,3,R,1,R,197,R,76,R,121,R,105,R,46,R,59,R,155,R,67,R,88,R,7,R,2,R,5,R,496,R,190,R,306,R,23,R,7,R,16,R,407,R,196,R,211,R,1032,R,382,R,650
108269,R,24,R,8,R,16,R,0,R,0,R,0,R,10,R,1,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,13,R,6,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
108348,R,21,R,12,R,9,R,0,R,0,R,0,R,1,R,1,R,0,R,7,R,4,R,3,R,7,R,3,R,4,R,0,R,0,R,0,R,6,R,4,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
108649,R,83,R,1,R,82,R,0,Z,0,Z,0,R,10,Z,0,R,10,R,32,Z,0,R,32,R,16,R,1,R,15,R,0,Z,0,Z,0,R,16,Z,0,R,16,R,3,Z,0,R,3,R,6,Z,0,R,6,R,0,Z,0,Z,0
108667,R,327,R,156,R,171,R,0,Z,0,Z,0,R,131,R,57,R,74,R,50,R,15,R,35,R,51,R,22,R,29,R,2,R,1,R,1,R,48,R,35,R,13,R,13,R,9,R,4,R,25,R,13,R,12,R,7,R,4,R,3
108807,R,1101,R,467,R,634,R,12,R,4,R,8,R,57,R,23,R,34,R,27,R,16,R,11,R,566,R,243,R,323,R,3,R,2,R,1,R,397,R,158,R,239,R,35,R,19,R,16,R,0,Z,0,Z,0,R,4,R,2,R,2
108852,R,126,R,56,R,70,R,1,R,1,R,0,R,0,R,0,R,0,R,14,R,10,R,4,R,1,R,0,R,1,R,0,R,0,R,0,R,45,R,20,R,25,R,4,R,1,R,3,R,16,R,8,R,8,R,45,R,16,R,29
108861,R,11,R,9,R,2,R,0,Z,0,Z,0,R,3,R,2,R,1,R,5,R,4,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,3,R,3,Z,0
108870,R,117,R,65,R,52,R,3,R,2,R,1,R,2,R,2,R,0,R,3,R,1,R,2,R,15,R,8,R,7,R,0,R,0,R,0,R,48,R,28,R,20,R,4,R,1,R,3,R,5,R,3,R,2,R,37,R,20,R,17
108977,R,59,R,29,R,30,R,0,R,0,R,0,R,5,R,4,R,1,R,2,R,1,R,1,R,46,R,21,R,25,R,0,R,0,R,0,R,6,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
109040,R,990,R,204,R,786,R,2,Z,0,R,2,R,82,R,26,R,56,R,101,R,18,R,83,R,675,R,127,R,548,R,12,R,2,R,10,R,49,R,13,R,36,R,50,R,12,R,38,R,19,R,6,R,13,R,0,Z,0,Z,0
109086,R,83,R,31,R,52,R,0,R,0,R,0,R,3,R,1,R,2,R,3,R,0,R,3,R,6,R,3,R,3,R,0,R,0,R,0,R,49,R,19,R,30,R,7,R,2,R,5,R,12,R,5,R,7,R,3,R,1,R,2
109208,R,4629,R,2495,R,2134,R,34,R,16,R,18,R,444,R,222,R,222,R,285,R,134,R,151,R,914,R,450,R,464,R,41,R,22,R,19,R,2319,R,1264,R,1055,R,180,R,91,R,89,R,389,R,287,R,102,R,23,R,9,R,14
109350,R,1359,R,523,R,836,R,6,R,2,R,4,R,76,R,37,R,39,R,169,R,53,R,116,R,654,R,253,R,401,R,1,R,1,Z,0,R,365,R,138,R,227,R,62,R,27,R,35,R,22,R,9,R,13,R,4,R,3,R,1
109651,R,464,R,216,R,248,R,1,R,0,R,1,R,146,R,55,R,91,R,2,R,1,R,1,R,40,R,21,R,19,R,4,Z,0,R,4,R,117,R,69,R,48,R,22,R,9,R,13,R,3,R,2,R,1,R,129,R,59,R,70
109721,R,228,R,87,R,141,R,1,R,0,R,1,R,3,R,3,R,0,R,89,R,35,R,54,R,110,R,38,R,72,R,0,R,0,R,0,R,18,R,8,R,10,R,7,R,3,R,4,R,0,Z,0,R,0,R,0,R,0,R,0
109730,R,114,R,87,R,27,R,0,R,0,R,0,R,3,R,2,R,1,R,36,R,29,R,7,R,53,R,37,R,16,R,2,R,1,R,1,R,15,R,13,R,2,R,0,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0
109785,R,2938,R,896,R,2042,R,11,R,4,R,7,R,304,R,90,R,214,R,166,R,49,R,117,R,736,R,220,R,516,R,19,R,8,R,11,R,1284,R,389,R,895,R,91,R,26,R,65,R,251,R,77,R,174,R,76,R,33,R,43
109819,R,1820,R,648,R,1172,R,3,R,2,R,1,R,77,R,36,R,41,R,48,R,18,R,30,R,1193,R,400,R,793,R,1,R,1,Z,0,R,426,R,164,R,262,R,65,R,23,R,42,R,1,R,1,Z,0,R,6,R,3,R,3
109907,R,290,R,109,R,181,R,2,R,1,R,1,R,5,R,3,R,2,R,38,R,11,R,27,R,114,R,36,R,78,R,5,R,1,R,4,R,103,R,49,R,54,R,20,R,7,R,13,R,2,Z,0,R,2,R,1,R,1,Z,0
109934,R,98,R,9,R,89,R,1,R,1,Z,0,R,8,R,2,R,6,R,11,Z,0,R,11,R,62,R,6,R,56,R,1,Z,0,R,1,R,8,Z,0,R,8,R,4,Z,0,R,4,R,3,Z,0,R,3,R,0,Z,0,Z,0
110060,R,45,R,17,R,28,R,0,R,0,R,0,R,30,R,9,R,21,R,4,R,0,R,4,R,5,R,4,R,1,R,0,R,0,R,0,R,5,R,3,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0
110097,R,1369,R,621,R,748,R,5,R,3,R,2,R,261,R,111,R,150,R,35,R,8,R,27,R,185,R,67,R,118,R,2,R,1,R,1,R,725,R,342,R,383,R,79,R,44,R,35,R,27,R,15,R,12,R,50,R,30,R,20
110194,R,13,R,13,R,0,R,0,R,0,R,0,R,3,R,3,R,0,R,2,R,2,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
110219,R,240,R,105,R,135,R,3,R,0,R,3,R,1,R,0,R,1,R,57,R,32,R,25,R,19,R,11,R,8,R,2,R,1,R,1,R,105,R,41,R,64,R,8,R,4,R,4,R,45,R,16,R,29,R,0,R,0,R,0
110246,R,1911,R,934,R,977,R,23,R,13,R,10,R,108,R,35,R,73,R,35,R,23,R,12,R,338,R,150,R,188,R,9,R,7,R,2,R,1250,R,633,R,617,R,34,R,18,R,16,R,80,R,41,R,39,R,34,R,14,R,20
110307,R,97,R,24,R,73,R,2,R,0,R,2,R,2,R,2,R,0,R,10,R,4,R,6,R,15,R,4,R,11,R,0,R,0,R,0,R,56,R,12,R,44,R,5,R,0,R,5,R,7,R,2,R,5,R,0,R,0,R,0
