UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
192040,5,R,38,R,14,R,24,Z,0,R,1,Z,0,Z,0,Z,0,R,35,Z,0,R,1,R,1,R,0,R,37,R,1,R,0,R,0
192040,7,R,36,R,13,R,23,R,1,Z,0,Z,0,Z,0,Z,0,R,29,Z,0,R,4,R,2,R,0,R,1,R,32,R,3,R,0
192040,9,R,6,R,2,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,1,Z,0,R,0,R,0,R,2,R,4,Z,0
192110,2,R,2,R,2,Z,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,2,R,0,R,0,R,0
192110,5,R,108,R,57,R,51,R,0,R,19,R,5,R,11,R,0,R,35,R,10,R,2,R,26,R,0,R,101,R,7,R,0,R,0
192110,7,R,141,R,80,R,61,R,0,R,17,R,4,R,6,R,0,R,60,R,4,R,3,R,47,R,0,R,69,R,72,Z,0,Z,0
192110,9,R,9,R,7,R,2,R,0,R,1,R,0,R,0,R,0,R,4,R,1,R,0,R,3,R,0,R,0,R,9,R,0,R,0
192110,10,R,15,R,9,R,6,R,0,R,0,R,0,R,1,R,0,R,6,R,2,R,0,R,6,R,0,R,0,R,15,R,0,R,0
192156,2,R,31,R,4,R,27,R,0,R,3,R,2,R,6,R,0,R,7,R,0,R,13,R,0,R,0,R,18,R,7,R,6,R,0
192156,3,R,95,R,4,R,91,R,0,R,1,R,2,R,12,R,0,R,4,R,3,R,73,R,0,R,0,R,52,R,34,R,9,R,0
192165,5,R,11,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,R,11,Z,0,Z,0,Z,0
192192,5,R,492,R,121,R,371,R,1,R,1,R,30,R,16,R,4,R,371,R,7,R,32,R,30,R,0,R,208,R,179,R,105,R,0
192192,7,R,131,R,25,R,106,R,1,R,2,R,7,R,3,Z,0,R,101,R,0,R,8,R,9,R,0,R,41,R,63,R,27,R,0
192271,3,R,9,R,0,R,9,R,0,R,1,R,1,R,1,R,1,R,2,R,0,R,2,R,1,R,0,R,5,R,4,R,0,R,0
192271,5,R,304,R,16,R,288,R,1,R,16,R,37,R,35,R,1,R,196,R,0,R,11,R,7,R,0,R,254,R,50,R,0,R,0
192271,7,R,137,R,11,R,126,R,2,R,3,R,26,R,13,R,1,R,34,R,0,R,3,R,55,R,0,R,29,R,104,R,4,R,0
192323,5,R,627,R,273,R,354,R,3,R,21,R,27,R,29,R,0,R,501,R,10,R,30,R,6,R,0,R,547,R,71,R,9,R,0
192323,7,R,197,R,73,R,124,R,0,R,3,R,5,R,8,R,0,R,170,R,1,R,8,R,2,R,0,R,46,R,133,R,18,R,0
192323,10,R,30,R,8,R,22,R,0,R,0,R,6,R,0,R,0,R,23,R,0,R,1,R,0,R,0,R,0,R,15,R,15,R,0
192439,3,R,2,R,0,R,2,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,Z,0
192439,5,R,777,R,195,R,582,R,1,R,103,R,250,R,125,R,0,R,168,R,33,R,80,R,17,R,0,R,387,R,335,R,55,R,0
192439,7,R,1013,R,286,R,727,R,3,R,81,R,268,R,125,R,0,R,262,R,32,R,87,R,155,R,0,R,122,R,792,R,99,R,0
192439,9,R,259,R,94,R,165,R,0,R,66,R,11,R,16,R,0,R,105,R,12,R,39,R,10,R,0,R,84,R,170,R,5,R,0
192439,10,R,40,R,7,R,33,R,0,R,2,R,29,R,3,R,0,R,3,R,3,R,0,R,0,R,0,R,1,R,27,R,12,R,0
192448,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,Z,0
192448,5,R,1003,R,350,R,653,R,3,R,42,R,82,R,140,R,0,R,507,R,54,R,84,R,91,R,0,R,745,R,220,R,38,R,0
192448,7,R,813,R,208,R,605,R,0,R,42,R,67,R,63,R,0,R,372,R,84,R,75,R,110,R,0,R,166,R,542,R,105,R,0
192448,9,R,34,R,10,R,24,R,0,R,0,R,2,R,4,R,0,R,16,R,5,R,7,R,0,R,0,R,0,R,28,R,6,R,0
192448,10,R,180,R,37,R,143,R,0,R,3,R,18,R,5,R,0,R,113,R,16,R,25,R,0,R,0,R,15,R,89,R,76,R,0
192484,2,R,50,R,0,R,50,R,0,R,1,R,35,R,4,R,2,R,4,R,2,R,1,R,1,R,0,R,19,R,24,R,7,R,0
192509,2,R,9,R,1,R,8,Z,0,R,1,Z,0,Z,0,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,8
192509,3,R,249,R,87,R,162,R,0,R,151,R,45,R,36,R,0,R,8,R,1,R,8,R,0,Z,0,Z,0,Z,0,Z,0,R,249
192554,7,R,84,R,15,R,69,R,1,R,6,R,5,R,7,R,0,R,50,R,0,R,15,R,0,R,0,R,3,R,56,R,25,R,0
192554,10,R,25,R,8,R,17,R,0,R,0,R,1,R,4,R,0,R,16,R,0,R,4,R,0,R,0,R,0,R,16,R,9,R,0
192563,5,R,5,R,0,R,5,R,0,R,0,R,2,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,2,R,1,R,2,R,0
192563,7,R,86,R,11,R,75,R,0,R,2,R,8,R,6,R,0,R,59,R,0,R,11,R,0,R,0,R,12,R,62,R,12,R,0
192563,10,R,15,R,4,R,11,R,0,R,0,R,1,R,0,R,0,R,12,R,0,R,2,R,0,R,0,R,0,R,9,R,6,R,0
192624,5,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
192688,2,R,47,R,2,R,45,R,1,R,3,R,8,R,29,R,0,R,5,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,47
192688,3,R,296,R,40,R,256,R,0,R,12,R,146,R,127,R,1,R,5,R,4,R,1,R,0,R,0,R,56,R,193,R,45,R,2
192703,5,R,804,R,446,R,358,R,1,R,32,R,27,R,132,R,0,R,516,R,14,R,73,R,9,R,0,R,713,R,68,R,23,R,0
192703,7,R,226,R,120,R,106,R,1,R,7,R,2,R,25,R,0,R,101,R,3,R,85,R,2,R,0,R,100,R,114,R,12,R,0
192703,10,R,35,R,5,R,30,R,0,R,0,R,0,R,3,R,0,R,7,R,0,R,25,R,0,R,0,R,1,R,24,R,10,R,0
192712,2,R,24,R,11,R,13,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,13,R,9,R,0,R,0,R,0,R,0,R,24
192712,5,R,70,R,31,R,39,R,0,R,0,R,1,R,0,R,0,R,11,R,0,R,12,R,46,R,0,R,0,R,0,R,0,R,70
192712,7,R,244,R,111,R,133,R,0,R,0,R,3,R,0,R,0,R,33,R,0,R,31,R,177,R,0,R,0,R,0,R,0,R,244
192712,9,R,7,R,3,R,4,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,6,R,0,R,0,R,0,R,0,R,7
192712,10,R,52,R,18,R,34,R,0,R,0,R,1,R,0,R,0,R,24,R,0,R,12,R,15,R,0,R,0,R,0,R,0,R,52
192749,5,R,416,R,132,R,284,R,1,R,6,R,21,R,45,R,0,R,65,R,0,R,234,R,44,R,0,R,374,R,37,R,5,R,0
192749,7,R,250,R,82,R,168,R,1,R,3,R,14,R,16,R,0,R,110,R,0,R,94,R,12,R,0,R,34,R,175,R,40,R,1
192749,9,R,8,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,5,R,0,R,2,R,1,R,0,R,0,R,3,R,5,R,0
192749,10,R,15,R,3,R,12,R,0,R,1,R,1,R,1,R,0,R,2,R,0,R,10,R,0,R,0,R,0,R,8,R,7,R,0
192785,1,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,3,Z,0,Z,0,Z,0,R,5,Z,0,Z,0
192785,2,R,18,R,1,R,17,R,0,R,1,R,2,R,0,R,0,R,14,R,0,R,1,R,0,Z,0,R,3,R,9,R,6,Z,0
192785,3,R,204,R,30,R,174,R,0,R,4,R,17,R,7,R,0,R,153,R,0,R,23,R,0,R,0,R,57,R,112,R,35,R,0
192785,5,R,18,R,1,R,17,R,0,R,0,R,4,R,0,R,0,R,7,R,0,R,7,R,0,R,0,R,5,R,6,R,7,R,0
192800,2,R,25,R,4,R,21,Z,0,R,1,R,8,R,1,Z,0,R,15,Z,0,Z,0,Z,0,R,0,R,5,R,15,R,5,Z,0
192819,2,R,72,R,27,R,45,R,0,R,2,R,8,R,5,R,0,R,50,R,4,R,2,R,1,R,0,R,37,R,24,R,11,R,0
192819,5,R,1244,R,500,R,744,R,1,R,25,R,43,R,109,R,2,R,987,R,23,R,35,R,19,R,0,R,1120,R,88,R,36,R,0
192819,7,R,375,R,193,R,182,R,1,R,10,R,15,R,27,R,0,R,211,R,6,R,11,R,94,R,0,R,114,R,200,R,61,R,0
192819,10,R,8,R,7,R,1,R,0,R,1,R,0,R,0,R,0,R,5,R,0,R,0,R,2,R,0,R,0,R,5,R,3,R,0
192864,3,R,9,R,0,R,9,Z,0,Z,0,R,7,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,5,R,4,Z,0
192864,5,R,359,R,84,R,275,R,4,R,12,R,27,R,54,R,1,R,221,R,1,R,27,R,12,R,0,R,310,R,46,R,3,Z,0
192925,3,R,131,R,9,R,122,R,3,R,1,R,12,R,11,R,0,R,93,R,0,R,11,R,0,R,0,R,55,R,58,R,18,R,0
192925,5,R,278,R,101,R,177,R,2,R,6,R,62,R,17,R,3,R,170,R,0,R,18,R,0,R,0,R,161,R,85,R,32,R,0
192925,7,R,246,R,65,R,181,R,2,R,8,R,41,R,11,R,3,R,152,R,0,R,29,R,0,R,0,R,16,R,169,R,61,R,0
192925,10,R,21,R,3,R,18,R,1,R,0,R,2,R,2,R,0,R,14,R,0,R,2,R,0,R,0,R,1,R,13,R,7,R,0
192961,3,R,50,R,7,R,43,R,0,R,1,R,1,R,0,R,0,R,48,R,0,R,0,R,0,R,0,R,11,R,34,R,5,R,0
192970,2,R,6,R,3,R,3,Z,0,R,1,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,R,0,R,0,R,6,R,0,R,0
193016,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
193016,3,R,51,R,19,R,32,Z,0,R,1,R,15,R,17,Z,0,R,15,R,2,R,1,Z,0,Z,0,R,12,R,30,R,9,Z,0
193016,5,R,1444,R,401,R,1043,R,2,R,60,R,371,R,433,R,3,R,487,R,19,R,61,R,8,Z,0,R,815,R,473,R,156,Z,0
193016,7,R,1049,R,196,R,853,R,1,R,42,R,232,R,184,R,5,R,520,R,12,R,47,R,6,Z,0,R,212,R,638,R,199,Z,0
193016,9,R,18,R,8,R,10,Z,0,R,3,Z,0,R,1,Z,0,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,3,Z,0
193016,10,R,44,R,9,R,35,Z,0,Z,0,R,7,R,10,Z,0,R,24,Z,0,R,3,Z,0,Z,0,R,2,R,26,R,16,Z,0
193052,5,R,25,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,25,Z,0,Z,0,Z,0,Z,0,R,11,R,14,Z,0,Z,0
193052,10,R,10,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0
193061,5,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
193070,5,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,2,R,1,R,0,R,0
193070,7,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0
193070,9,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
193122,2,R,67,R,7,R,60,Z,0,Z,0,R,44,R,16,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,R,14,R,39,R,14,Z,0
193186,2,R,53,R,0,R,53,R,0,R,0,R,10,R,29,R,0,R,11,R,0,R,3,R,0,R,0,R,18,R,32,R,3,R,0
193201,1,R,14,R,0,R,14,Z,0,Z,0,R,3,Z,0,Z,0,R,2,Z,0,R,9,Z,0,R,0,R,1,R,3,R,10,R,0
193201,2,R,102,R,10,R,92,R,1,R,6,R,25,R,5,R,0,R,41,R,0,R,24,R,0,R,0,R,18,R,56,R,28,R,0
193201,3,R,130,R,21,R,109,R,0,R,2,R,71,R,11,R,1,R,30,R,0,R,15,R,0,R,0,R,22,R,73,R,35,R,0
193247,5,R,12,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,R,11,R,1,Z,0,Z,0
193247,7,R,5,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0
193247,9,R,5,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,Z,0
193265,1,R,11,R,11,R,0,R,0,R,0,R,0,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,4,R,6,R,1,R,0
193265,2,R,92,R,87,R,5,R,0,R,0,R,2,R,3,R,0,R,87,R,0,R,0,R,0,R,0,R,48,R,39,R,5,Z,0
193283,1,R,8,R,6,R,2,R,0,R,1,R,3,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,2,R,1,R,5,R,0
193283,2,R,221,R,144,R,77,R,1,R,40,R,16,R,33,R,0,R,125,R,2,R,1,R,3,R,0,R,127,R,68,R,26,R,0
193283,3,R,1000,R,459,R,541,R,3,R,42,R,59,R,63,R,0,R,802,R,20,R,0,R,11,R,0,R,634,R,256,R,110,R,0
193292,3,R,35,R,9,R,26,Z,0,R,2,R,3,R,8,Z,0,R,21,R,1,Z,0,Z,0,Z,0,R,8,R,24,R,3,Z,0
193292,5,R,680,R,182,R,498,R,2,R,48,R,82,R,80,R,4,R,447,R,5,R,11,R,1,Z,0,R,409,R,233,R,38,Z,0
193292,7,R,345,R,71,R,274,Z,0,R,25,R,48,R,33,R,2,R,226,R,1,R,7,R,3,Z,0,R,56,R,236,R,53,Z,0
193292,9,R,10,Z,0,R,10,Z,0,R,1,R,3,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0
193292,10,R,11,Z,0,R,11,Z,0,R,1,R,4,R,1,Z,0,R,4,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,10,Z,0
193308,2,R,31,R,10,R,21,R,0,R,0,R,14,R,11,R,0,R,3,R,0,R,0,R,3,R,0,R,8,R,22,R,1,R,0
193308,3,R,1226,R,471,R,755,R,4,R,12,R,573,R,540,R,6,R,31,R,0,R,0,R,60,R,0,R,756,R,405,R,65,R,0
193308,5,R,1154,R,323,R,831,R,2,R,20,R,533,R,439,R,5,R,32,R,0,R,0,R,123,R,0,R,447,R,583,R,124,R,0
193308,7,R,220,R,83,R,137,R,0,R,3,R,69,R,36,R,1,R,7,R,0,R,2,R,102,R,0,R,18,R,163,R,39,R,0
193326,2,R,223,R,104,R,119,R,3,R,8,R,27,R,12,R,1,R,160,R,9,R,2,R,1,R,0,R,86,R,94,R,43,R,0
193326,3,R,2145,R,900,R,1245,R,6,R,78,R,340,R,155,R,2,R,1473,R,73,R,0,R,18,R,2,R,1251,R,679,R,213,R,0
193353,5,R,484,R,152,R,332,R,8,R,13,R,31,R,48,R,2,R,324,R,2,R,55,R,1,R,0,R,336,R,121,R,27,R,0
193353,7,R,128,R,35,R,93,R,1,R,3,R,7,R,14,Z,0,R,85,Z,0,R,18,Z,0,R,0,R,36,R,68,R,24,R,0
193353,10,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0
193399,5,R,347,R,96,R,251,R,1,R,27,R,50,R,121,Z,0,R,95,R,28,R,15,R,10,R,0,R,264,R,75,R,8,R,0
193399,7,R,52,R,10,R,42,Z,0,R,3,R,11,R,11,Z,0,R,14,R,5,R,7,R,1,R,0,R,7,R,27,R,18,R,0
193405,7,R,91,R,22,R,69,R,0,R,16,R,7,R,9,R,0,R,37,R,3,R,4,R,15,R,0,R,36,R,48,R,7,R,0
193405,9,R,164,R,88,R,76,R,1,R,37,R,11,R,16,R,0,R,71,R,2,R,15,R,11,R,0,R,3,R,160,R,1,R,0
193478,2,R,124,R,43,R,81,R,0,R,9,R,22,R,21,R,0,R,61,R,0,R,11,R,0,R,0,R,26,R,69,R,29,R,0
193478,3,R,3376,R,1532,R,1844,R,7,R,187,R,659,R,744,R,12,R,1576,R,1,R,150,R,40,R,0,R,2188,R,992,R,196,R,0
193584,5,R,476,R,130,R,346,R,1,R,9,R,19,R,20,Z,0,R,401,R,8,R,9,R,9,Z,0,R,422,R,47,R,5,R,2
193584,7,R,314,R,51,R,263,R,2,R,3,R,21,R,9,Z,0,R,254,R,4,R,5,R,16,Z,0,R,138,R,153,R,20,R,3
193584,9,R,54,R,15,R,39,R,1,Z,0,Z,0,R,1,Z,0,R,51,Z,0,Z,0,R,1,Z,0,R,30,R,5,Z,0,R,19
193609,2,R,29,R,16,R,13,R,0,R,1,R,2,R,5,R,0,R,13,R,1,R,0,R,7,Z,0,R,16,R,13,Z,0,Z,0
193645,1,R,6,R,0,R,6,R,0,R,0,R,3,R,1,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,4,R,0
193645,5,R,689,R,83,R,606,R,2,R,10,R,337,R,100,R,1,R,63,R,2,R,170,R,4,R,0,R,74,R,323,R,292,R,0
193645,7,R,186,R,23,R,163,R,1,R,5,R,91,R,26,R,1,R,41,R,0,R,19,R,2,R,0,R,6,R,97,R,83,R,0
193645,10,R,48,R,7,R,41,R,0,R,0,R,25,R,7,R,1,R,12,R,0,R,3,R,0,R,0,R,0,R,15,R,33,R,0
193654,2,R,1,R,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0
193654,3,R,355,R,35,R,320,Z,0,R,31,R,12,R,18,R,1,R,100,R,6,R,12,R,175,Z,0,R,67,R,279,R,9,Z,0
193654,5,R,1296,R,370,R,926,R,1,R,128,R,69,R,134,R,0,R,468,R,42,R,51,R,403,Z,0,R,954,R,308,R,34,Z,0
193654,7,R,1270,R,436,R,834,R,0,R,61,R,102,R,111,R,0,R,473,R,32,R,54,R,437,Z,0,R,120,R,1051,R,99,Z,0
193654,9,R,65,R,31,R,34,Z,0,R,3,R,3,R,5,Z,0,R,25,R,1,R,5,R,23,Z,0,Z,0,R,37,R,28,Z,0
193654,10,R,73,R,22,R,51,R,0,R,1,R,8,R,5,R,0,R,15,R,4,R,5,R,35,Z,0,R,5,R,60,R,8,Z,0
193672,1,R,83,R,67,R,16,R,0,R,0,R,32,R,3,R,0,R,48,R,0,R,0,R,0,R,2,R,52,R,27,R,2,R,0
193751,7,R,139,R,32,R,107,R,1,R,7,R,8,R,4,R,0,R,93,R,2,R,19,R,5,R,0,R,2,R,100,R,36,R,1
193751,9,R,178,R,97,R,81,R,1,R,15,R,2,R,9,R,0,R,109,R,4,R,11,R,27,R,0,R,7,R,170,R,1,Z,0
193760,1,R,55,R,33,R,22,Z,0,R,1,R,31,R,14,Z,0,R,4,R,2,R,3,R,0,R,0,R,10,R,33,R,12,R,0
193760,2,R,262,R,69,R,193,R,2,R,5,R,128,R,115,Z,0,R,7,R,3,R,2,Z,0,R,0,R,100,R,121,R,41,R,0
193821,7,R,20,R,12,R,8,R,0,R,1,R,0,R,3,R,0,R,5,R,0,R,11,R,0,R,0,R,0,R,10,R,10,R,0
193821,9,R,304,R,145,R,159,R,0,R,15,R,26,R,52,R,1,R,173,R,8,R,23,R,6,R,0,R,34,R,256,R,14,R,0
193830,7,R,152,R,33,R,119,R,1,R,18,R,27,R,8,R,0,R,53,R,0,R,28,R,17,R,0,R,37,R,100,R,15,R,0
193830,9,R,236,R,122,R,114,R,0,R,53,R,17,R,17,R,0,R,139,R,0,R,6,R,4,R,0,R,5,R,230,R,1,R,0
193830,10,R,54,R,15,R,39,R,0,R,7,R,19,R,1,R,0,R,16,R,0,R,8,R,3,R,0,R,6,R,37,R,11,R,0
193858,2,R,288,R,29,R,259,R,0,R,28,R,63,R,174,R,0,R,23,R,0,R,0,R,0,R,0,R,146,R,128,R,14,R,0
193894,7,R,70,R,37,R,33,R,0,R,1,R,54,R,4,R,0,R,4,R,0,R,0,R,7,R,0,R,0,R,25,R,45,R,0
193894,9,R,30,R,16,R,14,R,0,R,6,R,14,R,6,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,6,R,24,R,0
193900,3,R,87,R,15,R,72,R,0,R,21,R,4,R,15,R,1,R,34,R,0,R,9,R,3,R,0,R,30,R,52,R,5,R,0
193900,5,R,5914,R,2434,R,3480,R,10,R,1123,R,286,R,615,R,4,R,2274,R,189,R,587,R,826,R,0,R,5362,R,505,R,47,R,0
193900,7,R,8493,R,3817,R,4676,R,14,R,696,R,389,R,543,R,3,R,2548,R,119,R,814,R,3367,R,0,R,2125,R,5840,R,528,R,0
193900,9,R,1548,R,768,R,780,R,0,R,264,R,68,R,100,R,3,R,636,R,44,R,116,R,317,R,0,R,80,R,1401,R,67,R,0
193900,10,R,211,R,96,R,115,R,0,R,27,R,8,R,20,R,0,R,85,R,6,R,26,R,39,R,0,R,34,R,151,R,26,R,0
193946,2,R,98,R,22,R,76,R,0,R,1,R,6,R,6,R,0,R,83,R,2,R,0,R,0,R,0,R,53,R,30,R,15,R,0
193946,3,R,960,R,339,R,621,R,12,R,12,R,62,R,42,R,1,R,802,R,24,R,1,R,4,R,0,R,632,R,270,R,58,R,0
193973,3,R,7,R,3,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,R,5,R,2,Z,0,Z,0
193973,5,R,885,R,306,R,579,R,4,R,12,R,36,R,29,Z,0,R,562,R,18,R,18,R,206,Z,0,R,632,R,189,R,64,Z,0
193973,7,R,290,R,101,R,189,R,2,Z,0,R,6,R,6,R,1,R,191,R,6,R,10,R,68,Z,0,R,99,R,154,R,37,Z,0
193973,9,R,13,R,4,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,2,R,5,Z,0,Z,0,R,5,R,8,Z,0
193973,10,R,35,R,3,R,32,Z,0,Z,0,R,1,R,3,Z,0,R,21,Z,0,R,10,Z,0,Z,0,R,1,R,17,R,17,Z,0
193991,2,R,38,R,2,R,36,R,0,R,1,R,4,R,6,R,0,R,20,R,3,R,4,R,0,R,0,R,27,R,9,R,2,R,0
194028,2,R,97,R,9,R,88,R,0,R,1,R,2,R,0,R,0,R,88,R,5,R,1,R,0,R,0,R,43,R,36,R,18,R,0
194028,3,R,229,R,69,R,160,R,2,R,0,R,11,R,4,R,0,R,205,R,4,R,1,R,2,R,0,R,133,R,71,R,25,R,0
194073,9,R,88,R,39,R,49,Z,0,R,27,R,8,Z,0,Z,0,R,49,R,1,Z,0,R,3,Z,0,R,2,R,83,R,3,Z,0
194091,1,R,19,R,11,R,8,Z,0,R,7,Z,0,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,R,12,R,7,Z,0,Z,0
194091,3,R,31,R,24,R,7,Z,0,Z,0,Z,0,R,1,Z,0,R,3,Z,0,R,26,R,1,Z,0,R,5,R,2,R,24,Z,0
194091,5,R,993,R,581,R,412,R,3,R,117,R,58,R,105,R,1,R,181,R,9,R,221,R,298,Z,0,R,785,R,201,R,7,Z,0
194091,7,R,1135,R,654,R,481,R,1,R,48,R,43,R,31,R,0,R,152,R,3,R,51,R,806,Z,0,R,520,R,569,R,46,Z,0
194091,9,R,334,R,168,R,166,R,0,R,107,R,16,R,12,R,0,R,192,R,0,R,6,R,1,Z,0,R,14,R,299,R,21,Z,0
194091,10,R,17,R,2,R,15,Z,0,Z,0,R,3,Z,0,Z,0,R,8,Z,0,R,5,R,1,Z,0,Z,0,R,7,R,10,Z,0
194116,1,R,35,R,5,R,30,Z,0,Z,0,R,1,R,5,Z,0,R,23,R,1,Z,0,R,5,R,0,R,13,R,12,R,10,Z,0
194116,3,R,29,R,2,R,27,Z,0,Z,0,R,1,Z,0,Z,0,R,21,R,1,R,1,R,5,Z,0,R,11,R,13,R,5,Z,0
194116,5,R,30,R,2,R,28,Z,0,R,4,R,1,R,4,Z,0,R,16,Z,0,R,1,R,4,Z,0,R,14,R,13,R,3,Z,0
194116,7,R,59,R,11,R,48,Z,0,R,2,R,5,R,1,Z,0,R,15,Z,0,R,2,R,34,Z,0,R,5,R,49,R,5,Z,0
194161,3,R,8,R,3,R,5,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,1,R,1,R,0,R,4,R,2,R,2,R,0
194161,5,R,389,R,150,R,239,R,1,R,41,R,116,R,92,R,0,R,105,R,11,R,9,R,14,R,0,R,209,R,106,R,74,R,0
194161,7,R,260,R,97,R,163,R,0,R,47,R,80,R,53,R,0,R,51,R,4,R,6,R,19,R,0,R,21,R,127,R,112,R,0
194161,9,R,14,R,10,R,4,R,0,R,2,R,2,R,2,R,0,R,6,R,0,R,1,R,1,R,0,R,0,R,2,R,12,R,0
194189,5,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0
194222,2,R,52,R,32,R,20,R,1,R,1,R,5,R,1,R,0,R,40,R,2,R,2,R,0,R,0,R,29,R,21,R,2,R,0
194222,3,R,1272,R,603,R,669,R,10,R,40,R,125,R,57,R,0,R,953,R,39,R,39,R,9,R,0,R,854,R,291,R,126,R,1
194240,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
194240,3,R,830,R,324,R,506,R,1,R,18,R,55,R,188,R,0,R,551,R,13,R,1,R,3,R,1,R,525,R,227,R,77,R,0
194259,2,R,39,R,2,R,37,Z,0,R,1,Z,0,R,2,Z,0,R,36,Z,0,Z,0,Z,0,R,0,R,13,R,18,R,8,R,0
194310,1,R,33,R,28,R,5,R,0,R,0,R,7,R,3,R,0,R,19,R,1,R,2,R,1,R,0,R,0,R,15,R,18,R,0
194310,3,R,50,R,38,R,12,R,1,R,2,R,14,R,4,R,0,R,25,R,0,R,4,R,0,R,0,R,3,R,21,R,26,R,0
194310,5,R,1689,R,668,R,1021,R,4,R,154,R,175,R,247,R,3,R,861,R,84,R,41,R,120,R,0,R,1308,R,321,R,59,R,1
194310,7,R,1343,R,474,R,869,R,8,R,120,R,137,R,132,R,1,R,544,R,39,R,44,R,318,R,0,R,214,R,975,R,154,R,0
