UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
100654,5,R,424,R,191,R,233,R,2,Z,0,R,384,R,3,R,1,R,25,R,0,R,6,R,3,R,0,R,176,R,232,R,14,R,2
100654,7,R,295,R,75,R,220,R,0,R,3,R,231,R,3,R,1,R,43,R,0,R,6,R,8,R,0,R,6,R,240,R,45,R,4
100654,9,R,7,R,4,R,3,Z,0,R,1,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,3,Z,0,Z,0,R,4,R,3,Z,0
100654,10,R,6,R,2,R,4,Z,0,Z,0,R,5,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,5,Z,0
100663,2,R,15,R,2,R,13,R,0,R,0,R,2,R,2,R,0,R,11,R,0,R,0,R,0,R,0,R,12,R,3,R,0,R,0
100663,5,R,2174,R,856,R,1318,R,3,R,115,R,485,R,71,R,3,R,1358,R,79,R,19,R,41,R,0,R,1416,R,624,R,134,R,0
100663,7,R,1613,R,530,R,1083,R,6,R,52,R,236,R,45,R,1,R,1145,R,32,R,13,R,83,R,0,R,178,R,1170,R,265,R,0
100663,9,R,519,R,267,R,252,R,4,R,44,R,33,R,6,R,1,R,360,R,15,R,12,R,44,R,0,R,9,R,455,R,55,R,0
100663,10,R,73,R,19,R,54,R,0,R,1,R,16,R,1,R,0,R,54,R,1,R,0,R,0,R,0,R,14,R,31,R,28,R,0
100690,3,R,4,R,1,R,3,Z,0,Z,0,R,2,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,R,3,Z,0
100690,5,R,41,R,27,R,14,Z,0,Z,0,R,14,R,2,Z,0,R,20,Z,0,R,5,Z,0,Z,0,Z,0,R,26,R,15,Z,0
100690,7,R,59,R,29,R,30,Z,0,Z,0,R,28,R,1,Z,0,R,23,Z,0,R,7,Z,0,Z,0,Z,0,R,20,R,39,Z,0
100690,9,R,12,R,4,R,8,Z,0,Z,0,R,5,Z,0,Z,0,R,6,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,9,Z,0
100706,5,R,1051,R,559,R,492,R,16,R,34,R,116,R,34,R,1,R,734,R,26,R,37,R,53,Z,0,R,635,R,376,R,39,R,1
100706,7,R,484,R,255,R,229,R,2,R,15,R,36,R,6,R,0,R,330,R,8,R,17,R,70,Z,0,R,84,R,315,R,85,Z,0
100706,9,R,51,R,25,R,26,Z,0,R,3,R,5,Z,0,Z,0,R,26,R,1,R,1,R,15,Z,0,Z,0,R,32,R,19,Z,0
100706,10,R,58,R,18,R,40,Z,0,R,1,R,15,R,1,Z,0,R,39,R,1,R,1,Z,0,Z,0,R,1,R,29,R,28,Z,0
100724,5,R,616,R,207,R,409,Z,0,R,2,R,553,R,9,R,0,R,15,R,5,R,9,R,23,R,0,R,470,R,123,R,23,Z,0
100724,7,R,135,R,39,R,96,R,1,R,1,R,102,R,2,R,0,R,24,R,2,R,1,R,2,R,0,R,20,R,99,R,16,R,0
100724,9,R,61,R,27,R,34,R,1,R,3,R,30,R,3,R,0,R,20,R,0,R,1,R,3,R,0,R,1,R,39,R,21,R,0
100724,10,R,10,R,2,R,8,Z,0,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,3,Z,0
100751,5,R,6299,R,2759,R,3540,R,20,R,74,R,626,R,197,R,8,R,5057,R,117,R,11,R,189,R,1,R,5518,R,640,R,140,R,0
100751,7,R,1637,R,646,R,991,R,9,R,21,R,177,R,55,R,2,R,1209,R,37,R,19,R,108,R,2,R,631,R,801,R,203,R,0
100751,9,R,449,R,211,R,238,R,0,R,9,R,56,R,15,R,1,R,297,R,6,R,6,R,59,R,0,R,44,R,300,R,105,R,0
100751,10,R,38,R,5,R,33,R,1,R,1,R,3,R,1,R,1,R,30,R,1,R,0,R,0,R,0,R,0,R,18,R,20,R,0
100760,1,R,82,R,72,R,10,R,0,R,0,R,12,R,2,R,0,R,67,R,1,R,0,R,0,R,5,R,51,R,20,R,6,R,0
100760,2,R,54,R,23,R,31,R,0,R,0,R,14,R,1,R,0,R,39,R,0,R,0,R,0,R,0,R,20,R,25,R,9,R,0
100760,3,R,249,R,89,R,160,R,1,R,1,R,61,R,4,R,0,R,178,R,1,R,2,R,1,R,0,R,143,R,70,R,36,R,0
100812,5,R,780,R,264,R,516,R,13,R,5,R,86,R,18,Z,0,R,618,R,15,R,21,R,4,Z,0,R,224,R,383,R,173,Z,0
100830,1,R,5,Z,0,R,5,Z,0,Z,0,R,1,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,R,1,R,1,R,3,Z,0
100830,5,R,594,R,217,R,377,R,1,R,13,R,119,R,7,R,1,R,392,R,6,R,23,R,32,Z,0,R,351,R,212,R,31,Z,0
100830,7,R,262,R,96,R,166,R,2,R,2,R,52,R,1,Z,0,R,83,R,4,R,86,R,32,Z,0,R,32,R,170,R,60,Z,0
100830,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
100858,5,R,4327,R,2078,R,2249,R,25,R,84,R,261,R,147,R,1,R,3691,R,40,R,30,R,48,Z,0,R,3913,R,400,R,14,Z,0
100858,7,R,1158,R,587,R,571,R,5,R,22,R,103,R,30,R,0,R,755,R,11,R,5,R,227,Z,0,R,371,R,663,R,124,Z,0
100858,9,R,523,R,220,R,303,R,3,R,18,R,42,R,9,R,1,R,349,R,9,R,0,R,92,Z,0,R,19,R,455,R,49,Z,0
100858,10,R,170,R,95,R,75,R,0,R,3,R,19,R,10,R,1,R,121,R,1,R,1,R,14,Z,0,R,20,R,94,R,56,Z,0
100937,5,R,261,R,133,R,128,R,2,R,10,R,22,R,4,R,0,R,222,Z,0,R,1,Z,0,Z,0,R,248,R,13,Z,0,Z,0
101028,1,R,37,R,23,R,14,R,0,R,2,R,9,R,2,R,0,R,22,R,0,R,2,R,0,R,0,R,14,R,16,R,7,R,0
101028,2,R,12,R,4,R,8,R,0,R,0,R,1,R,1,R,0,R,9,R,0,R,1,R,0,R,0,R,4,R,7,R,1,R,0
101028,3,R,241,R,87,R,154,R,0,R,5,R,99,R,9,R,2,R,121,R,4,R,1,R,0,R,0,R,117,R,94,R,30,R,0
101073,3,R,35,R,18,R,17,Z,0,Z,0,R,30,Z,0,Z,0,R,1,Z,0,Z,0,R,4,Z,0,R,18,R,9,R,6,R,2
101073,5,R,35,R,9,R,26,Z,0,Z,0,R,28,Z,0,Z,0,R,1,Z,0,Z,0,R,6,R,0,R,17,R,10,R,6,R,2
101116,3,R,45,R,10,R,35,R,1,R,1,R,9,R,0,R,0,R,31,R,0,R,3,R,0,R,0,R,21,R,21,R,3,R,0
101116,5,R,59,R,13,R,46,R,2,R,2,R,35,R,1,R,1,R,18,R,0,R,0,R,0,R,0,R,4,R,34,R,21,R,0
101116,7,R,46,R,11,R,35,R,0,R,1,R,27,R,1,R,0,R,16,R,0,R,1,R,0,R,0,R,3,R,27,R,16,R,0
101116,9,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
101116,10,R,2,R,0,R,2,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0
101143,1,R,12,R,4,R,8,R,0,R,0,R,2,R,0,R,0,R,10,R,0,R,0,R,0,R,0,R,1,R,9,R,2,R,0
101143,2,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0
101143,3,R,252,R,117,R,135,R,3,R,6,R,59,R,11,R,1,R,155,R,17,R,0,R,0,R,2,R,144,R,76,R,30,R,0
101161,1,R,53,R,35,R,18,R,1,R,0,R,5,R,1,R,0,R,45,R,1,R,0,R,0,R,2,R,26,R,17,R,8,R,0
101161,2,R,49,R,11,R,38,R,2,R,1,R,7,R,3,R,0,R,36,R,0,R,0,R,0,R,0,R,22,R,24,R,3,R,0
101161,3,R,473,R,144,R,329,R,6,R,5,R,89,R,15,R,1,R,346,R,11,R,0,R,0,R,0,R,272,R,154,R,47,R,0
101189,3,R,10,R,2,R,8,Z,0,Z,0,R,8,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,0,R,3,R,5,R,2,R,0
101189,5,R,455,R,142,R,313,R,3,R,4,R,224,R,9,R,0,R,194,R,7,R,14,R,0,R,0,R,106,R,224,R,125,R,0
101189,7,R,178,R,56,R,122,R,12,R,0,R,84,R,1,R,1,R,65,R,7,R,8,R,0,R,1,R,7,R,108,R,62,R,0
101189,9,R,79,R,34,R,45,R,0,R,2,R,19,R,1,R,0,R,54,R,1,R,2,R,0,R,0,R,3,R,70,R,6,R,0
101240,1,R,248,R,154,R,94,R,4,R,2,R,52,R,9,R,0,R,161,R,4,R,7,R,9,R,0,R,120,R,91,R,37,R,0
101240,2,R,249,R,160,R,89,R,1,R,0,R,48,R,5,R,0,R,185,R,4,R,4,R,2,R,0,R,115,R,102,R,32,R,0
101240,3,R,550,R,219,R,331,R,1,R,4,R,74,R,18,R,1,R,419,R,13,R,9,R,11,R,0,R,278,R,213,R,59,R,0
101277,1,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
101277,2,R,68,R,0,R,68,R,0,R,0,R,1,R,8,R,0,R,59,R,0,R,0,R,0,R,0,R,47,R,18,R,3,R,0
101286,1,R,193,R,156,R,37,R,2,Z,0,R,55,R,5,Z,0,R,131,Z,0,Z,0,Z,0,Z,0,R,62,R,78,R,53,Z,0
101286,2,R,150,R,32,R,118,Z,0,R,4,R,48,R,5,Z,0,R,92,R,1,Z,0,Z,0,Z,0,R,70,R,63,R,17,Z,0
101286,3,R,566,R,174,R,392,R,2,R,5,R,136,R,14,Z,0,R,400,R,8,R,1,Z,0,Z,0,R,249,R,231,R,86,Z,0
101295,1,R,443,R,302,R,141,R,3,R,1,R,11,R,18,Z,0,R,402,Z,0,R,5,R,3,R,7,R,330,R,72,R,34,Z,0
101295,2,R,103,R,47,R,56,Z,0,Z,0,R,7,R,3,Z,0,R,90,Z,0,R,3,Z,0,Z,0,R,47,R,31,R,25,Z,0
101295,3,R,765,R,230,R,535,R,10,R,9,R,32,R,26,Z,0,R,670,Z,0,R,13,R,5,Z,0,R,432,R,246,R,87,Z,0
101301,1,R,20,R,14,R,6,Z,0,Z,0,R,18,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,R,16,R,3,R,1,Z,0
101301,2,R,158,R,89,R,69,Z,0,Z,0,R,128,R,2,Z,0,R,23,Z,0,R,5,Z,0,Z,0,R,102,R,44,R,12,Z,0
101301,3,R,191,R,53,R,138,Z,0,R,1,R,134,Z,0,Z,0,R,49,Z,0,R,6,R,1,R,5,R,108,R,58,R,20,Z,0
101365,1,R,65,R,59,R,6,Z,0,Z,0,R,7,R,1,R,1,R,54,R,2,Z,0,Z,0,Z,0,R,35,R,27,R,3,Z,0
101365,2,R,54,R,24,R,30,Z,0,Z,0,R,19,Z,0,Z,0,R,27,R,4,R,4,Z,0,Z,0,R,13,R,39,R,2,Z,0
101365,3,R,48,R,11,R,37,R,1,Z,0,R,34,R,1,R,1,R,8,R,1,R,2,Z,0,Z,0,R,1,R,28,R,19,Z,0
101365,5,R,8,R,3,R,5,Z,0,Z,0,R,5,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,4,Z,0
101365,7,R,2,R,1,R,1,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
101435,5,R,249,R,118,R,131,R,4,R,3,R,59,R,2,R,0,R,145,R,7,R,27,R,2,R,1,R,148,R,65,R,35,R,0
101453,5,R,11,R,11,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,5,Z,0
101453,7,R,10,R,10,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,1,R,1,Z,0,Z,0,R,4,R,6,Z,0
101462,1,R,69,R,36,R,33,R,0,R,1,R,36,R,3,R,0,R,29,R,0,R,0,R,0,R,0,R,15,R,32,R,22,R,0
101462,2,R,49,R,10,R,39,R,1,R,1,R,26,R,2,R,0,R,17,R,0,R,1,R,1,R,0,R,10,R,29,R,10,R,0
101462,3,R,85,R,34,R,51,R,0,R,1,R,52,R,2,R,0,R,29,R,0,R,1,R,0,R,0,R,21,R,37,R,27,R,0
101471,1,R,461,R,368,R,93,R,1,R,2,R,257,R,10,R,0,R,191,R,0,R,0,R,0,R,0,R,77,R,248,R,136,R,0
101471,2,R,103,R,89,R,14,R,0,R,0,R,64,R,0,R,0,R,39,R,0,R,0,R,0,R,0,R,9,R,59,R,35,R,0
101480,5,R,1386,R,484,R,902,R,10,R,6,R,181,R,11,R,0,R,663,R,0,R,477,R,38,R,0,R,807,R,447,R,132,R,0
101480,7,R,288,R,97,R,191,R,2,R,1,R,34,R,0,R,0,R,144,R,0,R,95,R,12,R,0,R,18,R,204,R,66,R,0
101480,9,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
101480,10,R,49,R,21,R,28,R,0,R,0,R,8,R,0,R,0,R,25,R,0,R,15,R,1,R,0,R,0,R,30,R,19,R,0
101499,1,R,58,R,57,R,1,R,2,R,1,R,20,R,0,R,0,R,22,R,1,R,12,R,0,R,2,R,18,R,25,R,13,R,0
101499,2,R,31,R,25,R,6,R,1,R,0,R,8,R,0,R,0,R,18,R,0,R,4,R,0,R,0,R,8,R,13,R,10,R,0
101499,3,R,174,R,40,R,134,R,4,R,4,R,39,R,1,R,0,R,123,R,3,R,0,R,0,R,0,R,99,R,44,R,31,R,0
101505,1,R,226,R,116,R,110,R,0,R,4,R,70,R,5,R,0,R,137,R,9,R,0,R,1,R,0,R,71,R,98,R,57,R,0
101505,2,R,269,R,128,R,141,R,0,R,4,R,78,R,5,R,0,R,169,R,10,R,0,R,3,R,0,R,80,R,127,R,62,R,0
101505,3,R,919,R,301,R,618,R,0,R,16,R,181,R,22,R,0,R,655,R,33,R,0,R,12,R,0,R,364,R,428,R,127,R,0
101514,1,R,425,R,306,R,119,R,5,R,9,R,61,R,8,Z,0,R,315,R,17,R,9,R,1,R,2,R,165,R,153,R,105,Z,0
101514,2,R,40,R,4,R,36,R,1,R,2,R,7,R,1,Z,0,R,28,Z,0,R,1,Z,0,Z,0,R,16,R,15,R,9,Z,0
101514,3,R,1180,R,451,R,729,R,25,R,27,R,156,R,51,R,1,R,846,R,44,R,25,R,5,R,1,R,585,R,446,R,148,Z,0
101541,3,R,9,R,0,R,9,R,0,R,0,R,5,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,4,R,3,R,2,R,0
101541,5,R,33,R,0,R,33,R,0,R,0,R,6,R,0,R,0,R,26,R,0,R,0,R,1,R,0,R,28,R,4,R,1,R,0
101569,1,R,139,R,109,R,30,R,0,R,4,R,99,R,1,R,0,R,32,R,2,R,1,R,0,R,0,R,43,R,52,R,44,R,0
101569,2,R,137,R,82,R,55,R,0,R,3,R,88,R,2,R,0,R,39,R,2,R,3,R,0,R,0,R,55,R,48,R,34,R,0
101569,3,R,219,R,74,R,145,R,0,R,1,R,156,R,2,R,2,R,49,R,1,R,6,R,2,R,0,R,116,R,74,R,29,R,0
101587,3,R,27,R,5,R,22,R,0,R,0,R,11,R,1,R,0,R,14,R,0,R,1,R,0,R,0,R,16,R,9,R,2,R,0
101587,5,R,282,R,119,R,163,R,2,R,0,R,104,R,7,R,0,R,119,R,4,R,8,R,38,R,0,R,177,R,93,R,12,R,0
101587,7,R,533,R,95,R,438,R,5,R,2,R,152,R,4,R,0,R,338,R,10,R,9,R,13,R,0,R,6,R,371,R,156,R,0
101587,10,R,124,R,16,R,108,R,1,R,1,R,62,R,0,R,0,R,54,R,2,R,4,R,0,R,0,R,0,R,69,R,55,R,0
101602,1,R,108,R,69,R,39,R,1,R,0,R,25,R,0,R,0,R,81,R,1,R,0,R,0,R,0,R,62,R,29,R,17,R,0
101602,2,R,80,R,38,R,42,R,2,R,0,R,10,R,3,R,0,R,65,R,0,R,0,R,0,R,0,R,50,R,24,R,6,R,0
101602,3,R,220,R,65,R,155,R,0,R,2,R,48,R,2,R,0,R,166,R,2,R,0,R,0,R,0,R,148,R,50,R,22,R,0
101648,3,R,126,R,103,R,23,R,2,R,2,R,24,R,16,R,1,R,74,R,6,R,1,R,0,R,0,R,122,R,4,R,0,R,0
101675,5,R,231,R,103,R,128,Z,0,Z,0,R,228,Z,0,Z,0,R,2,Z,0,R,1,Z,0,Z,0,R,152,R,59,R,20,R,0
101693,3,R,5,R,1,R,4,R,0,R,1,R,1,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,0
101693,5,R,261,R,92,R,169,R,6,R,4,R,52,R,3,R,0,R,168,R,5,R,13,R,10,R,0,R,169,R,62,R,30,R,0
101693,7,R,37,R,9,R,28,R,2,R,2,R,15,R,0,R,0,R,18,R,0,R,0,R,0,R,0,R,2,R,16,R,19,R,0
101709,5,R,519,R,155,R,364,R,2,R,2,R,50,R,13,R,0,R,252,R,0,R,189,R,11,R,0,R,410,R,90,R,19,R,0
101709,7,R,160,R,41,R,119,R,1,R,2,R,22,R,3,R,0,R,118,R,0,R,14,R,0,R,0,R,35,R,105,R,20,R,0
101709,10,R,17,R,3,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,R,16,Z,0,R,1,Z,0,R,0,R,0,R,11,R,6,R,0
101736,1,R,182,R,145,R,37,R,4,R,0,R,16,R,6,R,0,R,156,R,0,R,0,R,0,R,1,R,116,R,46,R,19,R,0
101736,2,R,78,R,48,R,30,R,1,R,1,R,4,R,2,R,0,R,69,R,1,R,0,R,0,R,0,R,36,R,28,R,14,R,0
101736,3,R,279,R,96,R,183,R,1,R,4,R,30,R,7,R,0,R,235,R,2,R,0,R,0,R,0,R,139,R,112,R,28,R,0
101879,5,R,1013,R,379,R,634,R,8,R,2,R,129,R,24,R,1,R,755,R,26,R,29,R,39,R,0,R,741,R,220,R,52,Z,0
101879,7,R,290,R,102,R,188,R,4,R,0,R,31,R,3,Z,0,R,213,R,6,R,5,R,28,R,0,R,40,R,183,R,67,Z,0
101879,10,R,27,R,11,R,16,R,1,Z,0,R,2,Z,0,Z,0,R,23,R,1,Z,0,Z,0,R,0,R,1,R,15,R,11,R,0
101897,1,R,138,R,60,R,78,R,4,R,1,R,2,R,8,Z,0,R,120,R,1,R,1,R,1,Z,0,R,73,R,39,R,26,Z,0
101897,2,R,63,R,27,R,36,Z,0,Z,0,Z,0,R,6,Z,0,R,54,R,2,Z,0,R,1,Z,0,R,34,R,20,R,9,Z,0
101897,3,R,325,R,124,R,201,R,20,R,4,R,7,R,22,R,0,R,263,R,5,R,1,R,3,Z,0,R,214,R,80,R,31,Z,0
101912,3,R,5,R,1,R,4,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0
101912,5,R,337,R,132,R,205,R,1,R,1,R,291,R,6,Z,0,R,5,Z,0,R,5,R,28,Z,0,R,227,R,92,R,18,Z,0
101912,7,R,7,R,4,R,3,Z,0,Z,0,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0
101912,10,R,28,R,4,R,24,Z,0,R,4,R,10,R,2,Z,0,R,11,Z,0,Z,0,R,1,Z,0,R,9,R,17,R,2,Z,0
101949,1,R,72,R,55,R,17,R,0,R,0,R,30,R,0,R,0,R,41,R,0,R,1,R,0,R,0,R,63,R,7,R,2,R,0
101949,2,R,60,R,2,R,58,R,0,R,0,R,20,R,1,R,0,R,39,R,0,R,0,R,0,R,0,R,35,R,21,R,4,R,0
101949,3,R,162,R,78,R,84,R,4,R,2,R,53,R,0,R,0,R,99,R,2,R,1,R,1,R,0,R,131,R,23,R,8,R,0
101958,3,R,10,R,1,R,9,Z,0,Z,0,R,1,R,1,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,5,Z,0
101994,1,R,61,R,39,R,22,R,2,R,0,R,23,R,0,R,0,R,36,R,0,R,0,R,0,R,1,R,26,R,22,R,12,R,0
101994,2,R,61,R,3,R,58,R,1,R,0,R,28,R,0,R,0,R,31,R,1,R,0,R,0,R,0,R,25,R,25,R,11,R,0
101994,3,R,37,R,16,R,21,R,0,R,0,R,13,R,0,R,0,R,24,R,0,R,0,R,0,R,0,R,21,R,9,R,7,R,0
102030,1,R,246,R,194,R,52,R,3,R,1,R,171,R,5,R,1,R,61,R,3,R,0,R,1,R,0,R,94,R,84,R,68,R,0
102030,2,R,77,R,29,R,48,R,0,R,1,R,61,R,1,R,0,R,13,R,0,R,0,R,1,R,0,R,20,R,41,R,16,R,0
102030,3,R,266,R,88,R,178,R,3,R,4,R,158,R,6,R,0,R,90,R,2,R,0,R,3,R,1,R,100,R,122,R,43,R,0
102049,2,R,16,R,3,R,13,R,0,R,0,R,4,R,1,R,0,R,10,R,0,R,1,R,0,R,0,R,1,R,11,R,4,R,0
102049,5,R,754,R,266,R,488,R,0,R,10,R,46,R,45,R,0,R,622,R,7,R,3,R,21,R,0,R,643,R,97,R,14,R,0
102049,7,R,342,R,129,R,213,R,2,R,8,R,24,R,8,R,0,R,267,R,5,R,8,R,20,R,0,R,47,R,232,R,63,R,0
102049,9,R,315,R,144,R,171,R,1,R,6,R,28,R,5,R,0,R,271,R,1,R,1,R,2,R,0,R,19,R,248,R,48,R,0
102049,10,R,15,R,5,R,10,R,0,R,1,R,0,R,0,R,0,R,13,R,0,R,0,R,1,R,0,R,0,R,9,R,6,R,0
102067,1,R,68,R,47,R,21,R,0,R,0,R,25,R,0,R,0,R,40,R,0,R,3,R,0,R,0,R,47,R,15,R,6,R,0
102067,2,R,113,R,31,R,82,R,0,R,2,R,45,R,0,R,0,R,59,R,1,R,6,R,0,R,0,R,60,R,48,R,5,R,0
102067,3,R,471,R,195,R,276,R,2,R,2,R,127,R,2,R,0,R,313,R,5,R,20,R,0,R,0,R,286,R,148,R,37,R,0
102076,1,R,121,R,44,R,77,R,2,R,2,R,2,R,19,R,0,R,93,R,0,R,2,R,1,R,5,R,56,R,40,R,20,R,0
102076,2,R,6,R,0,R,6,R,0,R,0,R,0,R,2,R,0,R,4,R,0,R,0,R,0,R,0,R,4,R,1,R,1,R,0
102076,3,R,452,R,169,R,283,R,11,R,6,R,28,R,39,R,0,R,352,R,0,R,15,R,1,R,0,R,317,R,107,R,28,R,0
102094,1,R,67,R,41,R,26,R,0,R,2,R,17,R,1,R,0,R,36,R,3,R,2,R,6,R,0,R,44,R,20,R,3,R,0
102094,2,R,10,R,6,R,4,R,0,R,0,R,1,R,2,R,0,R,5,R,1,R,0,R,1,R,0,R,6,R,3,R,1,R,0
102094,5,R,1985,R,786,R,1199,R,14,R,75,R,385,R,46,R,2,R,1322,R,49,R,25,R,67,R,0,R,1277,R,595,R,113,R,0
102094,7,R,1071,R,295,R,776,R,6,R,26,R,115,R,26,R,3,R,732,R,5,R,17,R,141,R,0,R,183,R,689,R,199,R,0
102094,9,R,288,R,77,R,211,R,4,R,18,R,36,R,3,R,1,R,216,R,1,R,7,R,2,R,0,R,10,R,193,R,85,R,0
102094,10,R,92,R,11,R,81,R,0,R,5,R,17,R,0,R,0,R,64,R,3,R,3,R,0,R,0,R,0,R,44,R,48,R,0
102234,1,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0
102234,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
102234,5,R,209,R,92,R,117,R,3,R,3,R,16,R,18,R,0,R,140,R,9,R,16,R,4,R,0,R,197,R,7,R,5,R,0
102234,7,R,29,R,11,R,18,R,0,R,0,R,3,R,0,R,0,R,23,R,0,R,0,R,3,R,0,R,4,R,13,R,12,R,0
102234,10,R,17,R,8,R,9,R,0,R,0,R,2,R,0,R,0,R,15,R,0,R,0,R,0,R,0,R,0,R,2,R,15,R,0
102261,3,R,3,Z,0,R,3,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0
102261,5,R,26,R,17,R,9,Z,0,Z,0,R,7,R,1,Z,0,R,18,Z,0,Z,0,Z,0,Z,0,R,9,R,9,R,8,Z,0
102270,5,R,121,R,49,R,72,R,0,R,0,R,103,R,1,R,0,R,11,R,0,R,0,R,6,R,0,R,94,R,25,R,2,R,0
102298,5,R,127,R,64,R,63,R,0,R,0,R,119,R,3,R,0,R,5,R,0,R,0,R,0,R,0,R,85,R,31,R,9,R,2
102313,1,R,170,R,127,R,43,Z,0,R,4,R,94,Z,0,Z,0,R,69,R,1,R,2,Z,0,Z,0,R,47,R,76,R,47,Z,0
102313,2,R,50,R,23,R,27,Z,0,Z,0,R,27,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,Z,0,R,20,R,25,R,5,Z,0
102313,3,R,175,R,70,R,105,Z,0,R,2,R,86,R,2,Z,0,R,84,R,1,Z,0,Z,0,Z,0,R,68,R,68,R,39,Z,0
102368,3,R,322,R,120,R,202,R,3,R,2,R,108,R,10,R,1,R,177,R,6,R,15,R,0,R,0,R,46,R,185,R,91,R,0
102368,5,R,2227,R,903,R,1324,R,24,R,21,R,586,R,91,R,2,R,1255,R,39,R,108,R,101,R,0,R,909,R,910,R,408,R,0
102368,7,R,1201,R,397,R,804,R,4,R,10,R,455,R,47,R,1,R,499,R,34,R,45,R,106,R,0,R,55,R,789,R,357,R,0
102368,9,R,14,R,2,R,12,R,0,R,0,R,6,R,0,R,0,R,8,R,0,R,0,R,0,R,0,R,0,R,1,R,13,R,0
102368,10,R,11,R,3,R,8,R,1,R,0,R,7,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,5,R,6,R,0
102377,5,R,454,R,208,R,246,R,0,R,0,R,408,R,0,R,0,R,0,R,0,R,46,R,0,R,0,R,418,R,36,R,0,R,0
102377,7,R,115,R,52,R,63,R,0,R,8,R,75,R,0,R,0,R,1,R,0,R,31,R,0,R,0,R,77,R,34,R,4,Z,0
102377,9,R,76,R,16,R,60,R,0,R,3,R,56,R,4,R,0,R,9,R,0,R,4,R,0,R,0,R,48,R,26,R,2,R,0
102395,5,R,19,R,15,R,4,Z,0,R,1,R,5,Z,0,R,1,R,4,Z,0,R,8,Z,0,R,0,R,2,R,11,R,6,R,0
102395,7,R,68,R,51,R,17,Z,0,Z,0,R,14,R,4,R,2,R,45,R,1,R,2,Z,0,R,0,R,1,R,53,R,14,R,0
102395,9,R,21,R,16,R,5,Z,0,Z,0,R,6,R,1,R,0,R,14,Z,0,Z,0,Z,0,R,0,R,0,R,11,R,10,R,0
102429,1,R,217,R,173,R,44,R,1,R,0,R,42,R,3,R,0,R,165,R,0,R,6,R,0,R,5,R,90,R,65,R,57,R,0
